id,path,text_spt,text_original,ref_normalized,hyp_normalized,wer,sequence_similarity,duration,sentence_checked
58,18079.wav,"Men detektiv Karterman, inglizchani tushunasanmi? Nima balo karmisan, inglizchani tushunasanmi deyapman.","Men detektiv Karterman. Inglizchani tushunasanmi? Nima balo, karmisan? Inglizchani tushunasanmi deyabman.",men detektiv karterman inglizchani tushunasanmi nima balo karmisan inglizchani tushunasanmi deyapman,men detektiv karterman inglizchani tushunasanmi nima balo karmisan inglizchani tushunasanmi deyabman,0.0909,0.99,9.01,"Men detektiv Karterman, inglizchani tushunasanmi? Nima balo karmisan, inglizchani tushunasanmi deyapman."
59,19320.wav,CSS faylini ko'rishinglar mumkin. Mana bu yerda boya ko'rgan main CSS fayli bu yerda yuklangan va buni hozir biz o'chirib ko'ramiz. O'chirish uchun mishkani ikkinchi tarafini bosib delete element yoki delete knopkasini bosib o'chirishinglar mumkin.,CSS faylni ko'rishinglar mumkin. Mana bu yerdagi boya ko'rgan main CSS fayli bu yerda yuklangan va buni hozir biz o'chirib ko'ramiz. O'chirish uchun mishkani ikkinchi tarafini bosib delete element yokida delete knopkasini bosib o'chirishinglar mumkin.,css faylini ko'rishinglar mumkin mana bu yerda boya ko'rgan main css fayli bu yerda yuklangan va buni hozir biz o'chirib ko'ramiz o'chirish uchun mishkani ikkinchi tarafini bosib delete element yoki delete knopkasini bosib o'chirishinglar mumkin,css faylni ko'rishinglar mumkin mana bu yerdagi boya ko'rgan main css fayli bu yerda yuklangan va buni hozir biz o'chirib ko'ramiz o'chirish uchun mishkani ikkinchi tarafini bosib delete element yokida delete knopkasini bosib o'chirishinglar mumkin,0.0857,0.8398,16.3126875,CSS faylni ko'rishinglar mumkin. Mana quyidagi boya ko'rgan main CSS fayli bu yerda yuklangan va buni hozir biz o'chirib ko'ramiz. O'chirish uchun mishkani ikkinchi tarafini bosib delete element yoki delete knopkasini bosib o'chirishinglar mumkin.
60,07331.wav,"o'shalarni hisobga olib turib, keyin data analitikasiga topshirsa bo'ladi. Yana bitta narsa bor, o'qigan yo'nalishi aniq fanlar yo'nalishi bo'lishi kerak. Aniq fanlar bo'lmasa,","a... o'shalarni hisobga olib turib, keyin data analyticsga topshirsa bo'ladi. Yana bitta narsa bor, o'qigan yo'nalishi aniq fanlar yo'nalishi bo'lishi kerak. Aniq fanlar bo'lmasa,",o'shalarni hisobga olib turib keyin data analitikasiga topshirsa bo'ladi yana bitta narsa bor o'qigan yo'nalishi aniq fanlar yo'nalishi bo'lishi kerak aniq fanlar bo'lmasa,a o'shalarni hisobga olib turib keyin data analyticsga topshirsa bo'ladi yana bitta narsa bor o'qigan yo'nalishi aniq fanlar yo'nalishi bo'lishi kerak aniq fanlar bo'lmasa,0.087,0.9766,12.91,"o'shalarni hisobga olib turib, keyin data analitikasiga topshirsa bo'ladi. Yana bitta narsa bor, o'qigan yo'nalishi aniq fanlar yo'nalishi bo'lishi kerak. Aniq fanlar bo'lmasa,"
61,08475.wav,"qaysi model qanaqa natija berildi, shuni xudo xohlasa e'lon qilamiz. Xo'p, endi hozirgi kunda mavjud, ya'ni rejada bor mahsulotlarimiz, bular hammasi hozir ichki test rejimda ishlab turibdi, hozir demo sifatida ham ko'ramiz.","qaysi model, qanaqa natija berildi, shuni xudo xohlasa e'lon qilamiz. Xoʻp, endi hozirgi kunda mavjud, ya'ni rejada bor mahsulotlarimiz. Bular hammasi hozir ichki test testoviy rejimda ishlab turibdi. Hozir demo sifatida ham koʻramiz.",qaysi model qanaqa natija berildi shuni xudo xohlasa e'lon qilamiz xo'p endi hozirgi kunda mavjud ya'ni rejada bor mahsulotlarimiz bular hammasi hozir ichki test rejimda ishlab turibdi hozir demo sifatida ham ko'ramiz,qaysi model qanaqa natija berildi shuni xudo xohlasa e'lon qilamiz xo'p endi hozirgi kunda mavjud ya'ni rejada bor mahsulotlarimiz bular hammasi hozir ichki test testoviy rejimda ishlab turibdi hozir demo sifatida ham ko'ramiz,0.0312,0.9797,18.0626875,"qaysi model qanaqa natija berildi, shuni xudo xohlasa e'lon qilamiz. Xo'p, endi hozirgi kunda mavjud, ya'ni rejada bor mahsulotlarimiz, bular hammasi hozir ichki test rejimda ishlab turibdi, hozir demo sifatida ham ko'ramiz."
62,15548.wav,"Har bitta sohada 2.0, 2.0, 2.0 sotuvchi 2.0 bo'lishi kerak, doktor 2.0 bo'lishi kerak, agar aytmagan bo'lsam. Hammasi hozir mana shu yangi tug'ilgan texnologiyalar bilan ishlay oladigan mutaxassis bo'lishi kerak. Mana shu umumiy javob bilan cheklanaman.","Har bitta sohada 2.0, 2.0, 2.0. Sotuvchi 2.0 bo'lishi kerak. Doktor 2.0 bo'lishi kerak, agar aytmagan bo'lsam. I hammasi hozir mana shu yangi tug'ilgan texnologiyalar bilan ishlay oladigan mutaxassis bo'lishi kerak. Mana shu umumiy javob bilan cheklanaman.",har bitta sohada ikki ikki ikki sotuvchi ikki bo'lishi kerak doktor ikki bo'lishi kerak agar aytmagan bo'lsam hammasi hozir mana shu yangi tug'ilgan texnologiyalar bilan ishlay oladigan mutaxassis bo'lishi kerak mana shu umumiy javob bilan cheklanaman,har bitta sohada ikki ikki ikki sotuvchi ikki bo'lishi kerak doktor ikki bo'lishi kerak agar aytmagan bo'lsam i hammasi hozir mana shu yangi tug'ilgan texnologiyalar bilan ishlay oladigan mutaxassis bo'lishi kerak mana shu umumiy javob bilan cheklanaman,0.0278,0.996,16.8495,"Har bitta sohada 2.0, 2.0, 2.0 sotuvchi 2.0 bo'lishi kerak, doktor 2.0 bo'lishi kerak, agar aytmagan bo'lsam. Va hammasi hozir mana shu yangi tug'ilgan texnologiyalar bilan ishlay oladigan mutaxassis bo'lishi kerak. Mana shu umumiy javob bilan cheklanaman."
63,04999.wav,Endi esa responsive qanday qilinishini tushunib oldik. Keyingi ko'radiganimiz bu thumbnail rasmlari deyiladi. Unda kelinglar bu yerda,Endi esa responsive qanday qilinishi tushunib oldik. Keyingi koʻradiganimiz bu thumbnail rasmlari deyiladi. Unda kelinglar bu yerda,endi esa responsive qanday qilinishini tushunib oldik keyingi ko'radiganimiz bu thumbnail rasmlari deyiladi unda kelinglar bu yerda,endi esa responsive qanday qilinishi tushunib oldik keyingi ko'radiganimiz bu thumbnail rasmlari deyiladi unda kelinglar bu yerda,0.0588,0.9923,9.2106875,Endi esa responsive qanday qilinishini tushunib oldik. Keyingi ko'radiganimiz bu thumbnail rasmlari deyiladi. Unda kelinglar bu yerda
64,07137.wav,"va endi bu narsa o'sha davlatlar darajasida hozir aytdik, davlatlar o'rtasida, demak, kiber armiya davlatlarida kiber armiya degan narsalar bo'linmalar tashkil qilishni boshladi.","va endi bu narsa oʻsha davlatlar darajasida hozir aytdik, davlatlar oʻrtasida, demak, kiber armiya davlatlarda kiber armiya degan narsalar, boʻlinmalar tashkil qilishni boshladi.",va endi bu narsa o'sha davlatlar darajasida hozir aytdik davlatlar o'rtasida demak kiber armiya davlatlarida kiber armiya degan narsalar bo'linmalar tashkil qilishni boshladi,va endi bu narsa o'sha davlatlar darajasida hozir aytdik davlatlar o'rtasida demak kiber armiya davlatlarda kiber armiya degan narsalar bo'linmalar tashkil qilishni boshladi,0.0435,0.9971,12.1226875,"va endi bu narsa oʻsha davlatlar darajasida hozir aytdik, davlatlar oʻrtasida, demak, kiber armiya davlatlarda kiber armiya degan narsalar, boʻlinmalar tashkil qilishni boshladi."
65,04353.wav,va mana mana shu communication skills deganda ishga joylashayotganingizda ko'pincha intervyulardan o'tasiz. Shu tomondan,mana mana shu communication skills deganda ishga joylashayotganingizda ko'pincha intervyulardan o'tasiz. Shu tomondan,va mana mana shu communication skills deganda ishga joylashayotganingizda ko'pincha intervyulardan o'tasiz shu tomondan,mana mana shu communication skills deganda ishga joylashayotganingizda ko'pincha intervyulardan o'tasiz shu tomondan,0.0714,0.9872,9.42,va mana mana shu communication skills deganda ishga joylashayotganingizda ko'pincha intervyulardan o'tasiz. Shu tomondan
66,06391.wav,"va endi asosiy kerak bo'lgan narsa bu dizayn patenlar, ya'ni kodni to'g'ri organize qilish, ya'ni kodni to'g'ri yozish. Masalan, bitta bir endi kod yozishda bitta muammoga kelish, bitta narsa","va endi asosiy kerak bo'lgan narsa bu dizayn patternlar, ya'ni kodni to'g'ri organize qilish, ya'ni kodni to'g'ri yozish. Masalan, bitta bir endi kod yozishda bitta bir muammoga kelish, bitta narsa",va endi asosiy kerak bo'lgan narsa bu dizayn patenlar ya'ni kodni to'g'ri organize qilish ya'ni kodni to'g'ri yozish masalan bitta bir endi kod yozishda bitta muammoga kelish bitta narsa,va endi asosiy kerak bo'lgan narsa bu dizayn patternlar ya'ni kodni to'g'ri organize qilish ya'ni kodni to'g'ri yozish masalan bitta bir endi kod yozishda bitta bir muammoga kelish bitta narsa,0.069,0.9841,15.557375,"va endi asosiy kerak bo'lgan narsa bu dizayn patternlar, ya'ni kodni to'g'ri organize qilish, ya'ni kodni to'g'ri yozish. Masalan, bitta bir endi kod yozishda bitta bir muammoga kelish, bitta narsani qilmoqchi"
67,05030.wav,"ta'minlar ekan. Endi keling buni kod yozib, yanada yaxshiroq tushunib olamiz. Kodni ko'chirib olamiz, VS kodga o'tib bu yerga, demak, joylab","ishni taʼminlar ekan. Endi kelinglar buni kod yozib, yanada yaxshiroq tushunib olamiz. Kodni koʻchirib olamiz. VS kodga oʻtib, bu yerga, demak, joylab",ta'minlar ekan endi keling buni kod yozib yanada yaxshiroq tushunib olamiz kodni ko'chirib olamiz vs kodga o'tib bu yerga demak joylab,ishni ta'minlar ekan endi kelinglar buni kod yozib yanada yaxshiroq tushunib olamiz kodni ko'chirib olamiz vs kodga o'tib bu yerga demak joylab,0.0952,0.9675,12.3680625,"ta'minlar ekan. Endi kelinglar buni kod yozib, yanada yaxshiroq tushunib olamiz. Kodni ko'chirib olamiz, VS kodga o'tib bu yerga, demak, joylab"
68,02144.wav,"Shu yordamchilar ham yetkazib bera olsa, mana buncha pul kerak bo'ladi, lekin ajratish kerak deganda, o'sha narsaga to'g'ri yetkazib berib, tushunib pul ajrata oladigan bo'lsa, u senning yutug' edi. Agar u narsa bo'lmasa, baribir qachondir keladi. O'zi mana shu sohalarni","shu yordamchilar ham yetkazib bera olsa, mana buncha pul kerak bo'ladi lekin ajratish kerak deganda, o'sha narsaga to'g'ri yetkazib berib, tushunib, pul ajrata oladigan bo'lsa, u sizlarni yutug'i edi. Agar u narsa bo'lmasa, baribir qachondir keladi. o'zi mana shu sohalarni",shu yordamchilar ham yetkazib bera olsa mana buncha pul kerak bo'ladi lekin ajratish kerak deganda o'sha narsaga to'g'ri yetkazib berib tushunib pul ajrata oladigan bo'lsa u senning yutug' edi agar u narsa bo'lmasa baribir qachondir keladi o'zi mana shu sohalarni,shu yordamchilar ham yetkazib bera olsa mana buncha pul kerak bo'ladi lekin ajratish kerak deganda o'sha narsaga to'g'ri yetkazib berib tushunib pul ajrata oladigan bo'lsa u sizlarni yutug'i edi agar u narsa bo'lmasa baribir qachondir keladi o'zi mana shu sohalarni,0.05,0.947,19.941375,"Shu yordamchilar ham yetkazib bera olsa, mana buncha pul kerak bo'ladi, lekin ajratish kerak deganda, o'sha narsaga to'g'ri yetkazib berib, tushunib pul ajrata oladigan bo'lsa, u sizlarni yutug'ingiz. Agar u narsa bo'lmasa, baribir qachondir keladi. O'zi mana shu sohalarni"
69,11773.wav,"Sabrni aytib o'tdingiz. Aynan qaysi jihatlarda, qaysi jabhalarda sabr qilishligi kerak? Muammolar nimalarda? Dasturlash sohalari oson emas. Bu sohalar haqiqatdan masalan, mashaqqat talab qiladi. Bu har bir sohada shunaqa. Siz duradgor bo'lsangiz ham mashaqqati bor-da.","sabrni aytib o'tdingiz. Aynan qaysi jihatlarda, qaysi jabhalarda sabr qilishligi kerak? Muammolar nimalarda? Dasturlash sohalari oson emas. Hm. Bu sohalar haqiqatdan masalan mashaqqat talab qiladi. Bu har bir sohada shunaqa. Siz duradgor bo'lsangiz ham mashaqqat bor-da.",sabrni aytib o'tdingiz aynan qaysi jihatlarda qaysi jabhalarda sabr qilishligi kerak muammolar nimalarda dasturlash sohalari oson emas bu sohalar haqiqatdan masalan mashaqqat talab qiladi bu har bir sohada shunaqa siz duradgor bo'lsangiz ham mashaqqati bor-da,sabrni aytib o'tdingiz aynan qaysi jihatlarda qaysi jabhalarda sabr qilishligi kerak muammolar nimalarda dasturlash sohalari oson emas hm bu sohalar haqiqatdan masalan mashaqqat talab qiladi bu har bir sohada shunaqa siz duradgor bo'lsangiz ham mashaqqat bor-da,0.0571,0.9923,17.968,"Sabrni aytib o'tdingiz. Aynan qaysi jihatlarda, qaysi jabhalarda sabr qilishligi kerak? Muammolar nimalarda? Dasturlash sohalari oson emas. Bu sohalar haqiqatdan masalan, mashaqqat talab qiladi. Bu har bir sohada shunaqa. Siz duradgor bo'lsangiz ham mashaqqati bor-da."
70,15508.wav,"dastur shakliga olib kelib, shogirdlarimizga taklif qilganman. Bu shunaqangi narsaki, dastur ishga tushirmasdan turib, nima natija berishligini kodiga qarab tushunishlikni o'rgatadigan metod.","dastur shakliga olib kelib, shogirdlarimizga taklif qilganman. Bu shunaqangi narsaki, programmani ishga tushirmasdan turib, nima natija berishligini kodiga qarab tushunishlikni o'rgatadigan metod.",dastur shakliga olib kelib shogirdlarimizga taklif qilganman bu shunaqangi narsaki dastur ishga tushirmasdan turib nima natija berishligini kodiga qarab tushunishlikni o'rgatadigan metod,dastur shakliga olib kelib shogirdlarimizga taklif qilganman bu shunaqangi narsaki programmani ishga tushirmasdan turib nima natija berishligini kodiga qarab tushunishlikni o'rgatadigan metod,0.0455,0.9602,17.9786875,"dastur shakliga olib kelib, shogirdlarimizga taklif qilganman. Bu shunaqangi narsaki, dasturni ishga tushirmasdan turib, nima natija berishligini kodiga qarab tushunishlikni o'rgatadigan metod."
71,20946.wav,"nimalarni siz success deb ko'rasiz, nimalarni siz failure deb ko'rasiz, o'shalarni bilishga harakat qilishadi-da. Shtobi nima deydi? Sal xatabi mosroq odamni keyingi etapga o'tkazish uchun.","nimalarni siz success deb ko'rasiz, nimalarni siz failure deb ko'rasiz, o'shalarni bilishga harakat qilishadi-da. shtobi nima deydi? sal xatyabi mosroq odamni keyingi etapga o'tkazish uchun.",nimalarni siz success deb ko'rasiz nimalarni siz failure deb ko'rasiz o'shalarni bilishga harakat qilishadi-da shtobi nima deydi sal xatabi mosroq odamni keyingi etapga o'tkazish uchun,nimalarni siz success deb ko'rasiz nimalarni siz failure deb ko'rasiz o'shalarni bilishga harakat qilishadi-da shtobi nima deydi sal xatyabi mosroq odamni keyingi etapga o'tkazish uchun,0.04,0.9973,16.7206875,"nimalarni siz success deb ko'rasiz, nimalarni siz failure deb ko'rasiz, o'shalarni bilishga harakat qilishadi-da. Shtobi nima deydi? Sal xatyabi mosroq odamni keyingi etapga o'tkazish uchun."
72,10504.wav,"guruhlar bo'lardi, kutubxonalarda yig'iladigan, haligi speaking club bo'lardi, shunaqa joylarga borardik. Lekin magistraturaga borganimda sezganman, demak ingliz tilim ancha o'zim kutgandan past ekan. O'sha boya aytganimdek birinchidan IT qismiga juda ham qiynalganman, IT qismini umuman tushunmaganman.","guruhlar boʻlardi, kutubxonalarda yigʻiladigan, haligi nima speaking clublar boʻlardi, shunaqa joylarga borardik. Lekin magisturaga borganimda sezganman, demak ingliz tilim ancha oʻzim kutgandan past ekan. Oʻsha boya aytganimdek, birinchidan IT qismiga juda ham qiynalganman, IT qismini umuman tushunmaganman.",guruhlar bo'lardi kutubxonalarda yig'iladigan haligi speaking club bo'lardi shunaqa joylarga borardik lekin magistraturaga borganimda sezganman demak ingliz tilim ancha o'zim kutgandan past ekan o'sha boya aytganimdek birinchidan it qismiga juda ham qiynalganman it qismini umuman tushunmaganman,guruhlar bo'lardi kutubxonalarda yig'iladigan haligi nima speaking clublar bo'lardi shunaqa joylarga borardik lekin magisturaga borganimda sezganman demak ingliz tilim ancha o'zim kutgandan past ekan o'sha boya aytganimdek birinchidan it qismiga juda ham qiynalganman it qismini umuman tushunmaganman,0.0833,0.9815,19.9626875,"guruhlar bo'lardi, kutubxonalarda yig'iladigan, haligi speaking clublar bo'lardi, shunaqa joylarga borardik. Lekin magistraturaga borganimda sezganman, demak ingliz tilim ancha o'zim kutgandan past ekan. O'sha boya aytganimdek birinchidan IT qismiga juda ham qiynalganman, IT qismini umuman tushunmaganman."
73,07013.wav,"degan savol bo'lishi mumkin. Men shunga hozir qisqacha tushuntirib bermoqchiman. Masalan, axborot xavfsizligi siyosati deyapmiz-a. Axborot xavfsizligi siyosatida o'zi biz o'zi hamma masalada ham ko'pincha shunaqa yondashamiz. Nima qilishni bilmasdan, qanaqa qilsak ekan degan savolga o'tib ketib qolamiz-da.",degan savol bo'lishi mumkin. Men shunga hozir qisqacha tushuntirib bermoqchiman. Masalan axborot xavfsizlik siyosati deyapmiz-a. Axborot xavfsizlik siyosatida o'zi biz o'zi hamma masalada ham ko'pincha shunaqa yondashamiz. Nima qilishni bilmasdan qanaqa qilsak ekan degan savolga o'tib ketib qolamiz-da.,degan savol bo'lishi mumkin men shunga hozir qisqacha tushuntirib bermoqchiman masalan axborot xavfsizligi siyosati deyapmiz-a axborot xavfsizligi siyosatida o'zi biz o'zi hamma masalada ham ko'pincha shunaqa yondashamiz nima qilishni bilmasdan qanaqa qilsak ekan degan savolga o'tib ketib qolamiz-da,degan savol bo'lishi mumkin men shunga hozir qisqacha tushuntirib bermoqchiman masalan axborot xavfsizlik siyosati deyapmiz-a axborot xavfsizlik siyosatida o'zi biz o'zi hamma masalada ham ko'pincha shunaqa yondashamiz nima qilishni bilmasdan qanaqa qilsak ekan degan savolga o'tib ketib qolamiz-da,0.0526,0.99,17.008,"degan savol bo'lishi mumkin. Men shunga hozir qisqacha tushuntirib bermoqchiman. Masalan, axborot xavfsizligi siyosati deyapmiz-a. Axborot xavfsizligi siyosatida o'zi biz o'zi hamma masalada ham ko'pincha shunaqa yondashamiz. Nima qilishni bilmasdan, qanaqa qilsak ekan degan savolga o'tib ketib qolamiz-da."
74,15854.wav,"Keyingisi, dasturlashdagi muhim jihatlar. Bu yerda, demak, uchta asosiy muhim jihatni ko'rib chiqamiz va bu jihatlarni men o'sha boya aytib o'tganimdek, dasturlashda, bu dasturlash sohasida muvaffaqiyatga erishgan do'stlarim va ustozlarimni kuzatish orqali yozib chiqdim.","Xo'p, keyingisi, dasturlashdagi muhim jihatlar. Bu yerda demak uchta asosiy muhim jihatni ko'rib chiqamiz va bu jihatlarni men o'sha boya aytib o'tganimdek, dasturlashda, bu dasturlash sohasida muvaffaqiyatga erishgan do'stlarim va ustozlarimni kuzatish orqali yozib chiqdim.",keyingisi dasturlashdagi muhim jihatlar bu yerda demak uchta asosiy muhim jihatni ko'rib chiqamiz va bu jihatlarni men o'sha boya aytib o'tganimdek dasturlashda bu dasturlash sohasida muvaffaqiyatga erishgan do'stlarim va ustozlarimni kuzatish orqali yozib chiqdim,xo'p keyingisi dasturlashdagi muhim jihatlar bu yerda demak uchta asosiy muhim jihatni ko'rib chiqamiz va bu jihatlarni men o'sha boya aytib o'tganimdek dasturlashda bu dasturlash sohasida muvaffaqiyatga erishgan do'stlarim va ustozlarimni kuzatish orqali yozib chiqdim,0.0294,0.9906,18.0106875,"Xo'p, keyingisi, dasturlashdagi muhim jihatlar. Bu yerda, demak, uchta asosiy muhim jihatni ko'rib chiqamiz va bu jihatlarni men o'sha boya aytib o'tganimdek, dasturlashda, bu dasturlash sohasida muvaffaqiyatga erishgan do'stlarim va ustozlarimni kuzatish orqali yozib chiqdim. "
75,03791.wav,"train and identify like the right models to use. So, for the specific use case we have. So, back in 2020 2021, a lot of the models that were developed, they were relatively slow, they weren't accurate and","uh train and identify like the right models to use. So for the specific use case we have. So back in 2020 2021, a lot of the models that were developed, they were relatively slow, they weren't accurate and",train and identify like the right models to use so for the specific use case we have so back in 2020 202bir a lot of the models that were developed they were relatively slow they weren't accurate and,uh train and identify like the right models to use so for the specific use case we have so back in 2020 202bir a lot of the models that were developed they were relatively slow they weren't accurate and,0.0263,0.9925,18.32,
76,09657.wav,"Turing testini taqdim qiladi, ya'ni sun'iy intellekt o'sha mashina sun'iy intellekt","yozilgan Turing testini taqdim qiladi. Yaʼni, sunʼiy intellekt, oʻsha mashina, sunʼiy intellekt",turing testini taqdim qiladi ya'ni sun'iy intellekt o'sha mashina sun'iy intellekt,yozilgan turing testini taqdim qiladi ya'ni sun'iy intellekt o'sha mashina sun'iy intellekt,0.0909,0.948,11.301375,"yozilgan Turing testini taqdim qiladi. Yaʼni, sunʼiy intellekt, oʻsha mashina, sunʼiy intellekt"
77,01633.wav,any other recommendations so what do you think girls or women can do can be leaders I mean like again it's for both genders.,"any other recommendations. So, uh, what do you think girls or women can do, can be leaders? I mean like again, it's for both genders.",any other recommendations so what do you think girls or women can do can be leaders i mean like again it's for both genders,any other recommendations so uh what do you think girls or women can do can be leaders i mean like again it's for both genders,0.0417,0.988,16.581375,
78,02209.wav,"Bu faqat dizayn sohasiga bog'liq emas. Nima soha tanlanishidan qat'iy nazar, o'sha sohada pul bo'lmasa ham, ya'ni u soha o'ldi deylik ertaga, u sohada pul bo'lmasa ham o'zi uchun, yaxshi ko'rgani uchun qilsa","Bu faqat dizayn sohasiga bog'liqmas. Nima soha tanlanishidan qat'iy nazar, o'sha sohada pul bo'lmasa ham, ya'ni u soha o'ldi deylik ertaga, u sohada pul bo'lmasa ham, o'zi uchun, yaxshi ko'rgani uchun qilsa,",bu faqat dizayn sohasiga bog'liq emas nima soha tanlanishidan qat'iy nazar o'sha sohada pul bo'lmasa ham ya'ni u soha o'ldi deylik ertaga u sohada pul bo'lmasa ham o'zi uchun yaxshi ko'rgani uchun qilsa,bu faqat dizayn sohasiga bog'liqmas nima soha tanlanishidan qat'iy nazar o'sha sohada pul bo'lmasa ham ya'ni u soha o'ldi deylik ertaga u sohada pul bo'lmasa ham o'zi uchun yaxshi ko'rgani uchun qilsa,0.0606,0.995,16.28,"Bu faqat dizayn sohasiga bog'liq emas. Nima soha tanlanishidan qat'iy nazar, o'sha sohada pul bo'lmasa ham, ya'ni u soha o'ldi deylik ertaga, u sohada pul bo'lmasa ham o'zi uchun, yaxshi ko'rgani uchun qilsa"
79,10748.wav,"keyin o'sha sertifikatlarni olib olib boshqa qilib ishladi boshqa qildi. Endi hozir bilmayman qanaqa bo'ldiyu, lekin o'shanda men bildimki, u bola o'sha yerda yolg'on ishlatganida, yoki yolg'on bo'lmasa ham o'sha narsani yashirganini.","keyin o'sha sertifikatlarni olib olib, boshqa qilib, ishladi, boshqa qildi. Endi hozir bilmayman qanaqa bo'ldi-yu, lekin o'shanda men bildimki, u bola o'sha yerda yolg'on ishlatganini-da. Yoki yolg'on bo'lmasa ham o'sha narsani yashirganini.",keyin o'sha sertifikatlarni olib olib boshqa qilib ishladi boshqa qildi endi hozir bilmayman qanaqa bo'ldiyu lekin o'shanda men bildimki u bola o'sha yerda yolg'on ishlatganida yoki yolg'on bo'lmasa ham o'sha narsani yashirganini,keyin o'sha sertifikatlarni olib olib boshqa qilib ishladi boshqa qildi endi hozir bilmayman qanaqa bo'ldi-yu lekin o'shanda men bildimki u bola o'sha yerda yolg'on ishlatganini-da yoki yolg'on bo'lmasa ham o'sha narsani yashirganini,0.0625,0.7532,14.1386875,"keyin o'sha sertifikatlarni olib boshqa qilib ishladi boshqa qildi. Endi hozir bilmayman qanaqa bo'ldi-yu, lekin o'shanda men bildim-ki, u bola o'sha yerda yolg'on ishlatganini-da, yoki yolg'on bo'lmasa ham o'sha narsani yashirganini."
80,08323.wav,"Keyingisi, dasturlashdagi muhim jihatlar. Bu yerda, demak, uchta asosiy muhim jihatni ko'rib chiqamiz va bu jihatlarni men o'sha boya aytib o'tganimdek, dasturlashda, bu dasturlash sohasida muvaffaqiyatga erishgan do'stlarim va ustozlarimni kuzatish orqali yozib chiqdim.","Xoʻp, keyingisi, dasturlashdagi muhim jihatlar. Bu yerda demak uchta asosiy muhim jihatni koʻrib chiqamiz va bu jihatlarni man oʻsha boya aytib oʻtganimdek, dasturlashda, bu dasturlash sohasida muvaffaqiyatga erishgan doʻstlarim va ustozlarimni kuzatish orqali yozib chiqdim.",keyingisi dasturlashdagi muhim jihatlar bu yerda demak uchta asosiy muhim jihatni ko'rib chiqamiz va bu jihatlarni men o'sha boya aytib o'tganimdek dasturlashda bu dasturlash sohasida muvaffaqiyatga erishgan do'stlarim va ustozlarimni kuzatish orqali yozib chiqdim,xo'p keyingisi dasturlashdagi muhim jihatlar bu yerda demak uchta asosiy muhim jihatni ko'rib chiqamiz va bu jihatlarni man o'sha boya aytib o'tganimdek dasturlashda bu dasturlash sohasida muvaffaqiyatga erishgan do'stlarim va ustozlarimni kuzatish orqali yozib chiqdim,0.0588,0.9869,18.0106875,"Xo'p, keyingisi, dasturlashdagi muhim jihatlar. Bu yerda, demak, uchta asosiy muhim jihatni ko'rib chiqamiz va bu jihatlarni men o'sha boya aytib o'tganimdek, dasturlashda, bu dasturlash sohasida muvaffaqiyatga erishgan do'stlarim va ustozlarimni kuzatish orqali yozib chiqdim."
81,09387.wav,yaxshi rivojlanmagan edi. Ya'ni kurslar bu haqida gapiradigan odamlar kamroq edi. Shuning uchun ham balkim shu sabab Malayziyani tanlashga qaror qildim va u yerda o'qishga ketdim.,"yaxshi rivojlanmagan edi.
Ya'ni kurslar, bu haqida gapiradigan odamlar kamroq edi.
Shuning uchun ham balkim shu sabab Malayziyani tanlashga qaror qildim va u yerda o'qishga ketdim.
Keyin...",yaxshi rivojlanmagan edi ya'ni kurslar bu haqida gapiradigan odamlar kamroq edi shuning uchun ham balkim shu sabab malayziyani tanlashga qaror qildim va u yerda o'qishga ketdim,yaxshi rivojlanmagan edi ya'ni kurslar bu haqida gapiradigan odamlar kamroq edi shuning uchun ham balkim shu sabab malayziyani tanlashga qaror qildim va u yerda o'qishga ketdim keyin,0.0385,0.9832,17.616,yaxshi rivojlanmagan edi. Ya'ni kurslar bu haqida gapiradigan odamlar kamroq edi. Shuning uchun ham balkim shu sabab Malayziyani tanlashga qaror qildim va u yerda o'qishga ketdim.
82,08558.wav,"nimalarni bilishingiz noaniq, shularni xato aytyapsiz yoki chala aytyapsiz, bu yaxshi emas. Bularni aniq qilish kerak, chunki EJR sizdan aniq javoblarni kutadi va sizga o'sha intervyu belgilash, belgilamaslikni ham hal qiladi.","nimalarni bilishingiz noaniq, shularni xato aytyapsiz yoki chala aytyapsiz, bu yaxshi emas. Bularni aniq qilish kerak. Chunki HR sizdan aniq javoblarni kutadi va sizga o'sha interview belgilash, belgilamaslikni ham hal qiladi.",nimalarni bilishingiz noaniq shularni xato aytyapsiz yoki chala aytyapsiz bu yaxshi emas bularni aniq qilish kerak chunki ejr sizdan aniq javoblarni kutadi va sizga o'sha intervyu belgilash belgilamaslikni ham hal qiladi,nimalarni bilishingiz noaniq shularni xato aytyapsiz yoki chala aytyapsiz bu yaxshi emas bularni aniq qilish kerak chunki hr sizdan aniq javoblarni kutadi va sizga o'sha interview belgilash belgilamaslikni ham hal qiladi,0.0645,0.5818,17.8886875,"nimalarni bilishingiz noaniq, shularni xato aytyapsiz yoki chala aytyapsiz, bu yaxshi emas. Bularni aniq qilish kerak, chunki HR sizdan aniq javoblarni kutadi va sizga o'sha intervyu belgilash, belgilamaslikni ham hal qiladi."
