id,path,predicted_sentence,error_message,error_type
417,03253.wav,"podxoddan o'zgaryaptiki, bolalar uje nafaqat bitta opredelenniy fanda emas, qanaqadir moslashuvchanlikka o'zgarishi kerak, ya'ni hozir texnologiya shunaqa tez o'zgaryaptiki, bitta texnologiyani o'rganganingizcha o'zi ketidan ikkinchisi chiqib ketyapti, uchinchisi chiqib ketyapti, ya'ni",,
418,03265.wav,"Demak, mana bu universitetni programmalari ham sekin onlaynga chiqarish kerak ekan-da. Mana hozir Oksfordniki bor, MITniki bor. O'zbekistonniki ham kutsak bo'ladi balki. Xudo xohlasa, Xudo xohlasa. Xo'p, a",,
419,03263.wav,"Keyingisi bu suhbat asosida olinadi. IELTS bo'lsa bo'ldi. Ya'ni suhbat qilinadi. Bu ham Koreyadan turib suhbat qilishadi. Suhbatdan o'tsa, o'sha savollar beriladi. Hech qanaqa boshqacha imtihoni yo'q. Suhbatdan o'tgandan keyin bo'ldi, o'zi",,
420,03269.wav,,,
421,03267.wav,Kontrakt haqida so'rashdi. Nimaga semestr yaqin qolganda oshirildi degan savol. Buni adashmasam so'rashdi. Endi bu noto'g'ri informatsiya bu. U yaqin qolganda oshirmadi. O'tgan yili e'lon qilganmiz.,,
422,03310.wav,"Bunda bunaqa bolalar ham bor. Ular endi alohida o'zi bo'lishadi, lekin umumiy olib qaraydigan bo'lsa, bolalarimizni",,
423,03277.wav,"oliy ta'limda endi o'qishda ham o'qish bor, to'g'ri. Ya'ni bunda endi bo'ldi, diplom bor degani zo'r mutaxassis degani emas. Bu oddiy universitetni bitirib ham, lekin o'zini ustida zo'r ishlagan bo'lsa, bu juda ham va strebovanniy, juda ham jahonga talab",,
424,03273.wav,"o'tirib bir coworking qilish mumkin. Colearning bizlarda qilish mana hozir yangi chiqyapti, hali hamma ham bilmaydi, bizlarda shuni birinchi ochdik colearning markazida, birgalashib o'tirib o'qish markazlari ya'ni mentor keladi. Ya'ni bunda o'qish anaqasi prinsipi ham o'zgaradiki",,
425,03304.wav,loyihalar ham beryapti shu to'rt yil ichida har xil loyihalarni ham amalga oshiryapti va bitirganda uje misol uchun besh yil ishlab berish kerak desa borib uje besh yildan uje to'rt yilini ishlab qo'ygan bo'ladi-da o'zi talaba o'zi borib misol uchun yana ishlab berish shart emas uje.,,
426,03275.wav,"Java dasturlash tili qoyil, misol uchun bir semestrni o'zi, demak, misol uchun sizlarni bitiruvchilar, mana hozir qarayapman bu yerda deylik, bir semestrni o'zida HTML, CSS, JavaScript, PHP, SQL hammasi o'tib ketilar ekan. Shunaqa. Va undan keyin keyingi semestrda hozir Java ham qo'shilar ekan, ya'ni",,
427,03326.wav,,,
428,03323.wav,anaqa start-up hozir aytaman inkubatsion sentr uzr inkubatsion sentr bo'ladimi o'tgan yili ochdi u ham IT-park bilan Farhod aka bilan ochdik.,,
429,03361.wav,"bu ijtimoiy yo'nalishdagi ish bo'lsa, men aytishim kerak",,
430,03317.wav,"Birinchisi meni fikrim, lekin imtiyozlar ko'payib ketyapti hozir yildan yilga universitetga kirishda. Oldin o'sha kvotani ichida edi imtiyozda, u yomon narsa edi. Tasavvur qiling, bola bechora harakat qilib, o'qib, zo'rg'a grantga kirdida.",,
431,03339.wav,"Bo'lmasa unaqada, Muhammad Xalil Youtubedan, Facebookdan savollarni olsangiz. Bo'ldi, bo'ldi, Xudo xohlasa. Muzaffar aka, master degree haqida ham ma'lumot so'raymiz. Sizlarda hozir MBA kursi ochildi. Bu digital transform, MBA in digital transform one plus one.",,
432,03375.wav,Bizni mana bu talabalarimiz hozir IT parkning yarimida ko'p bizni talabalar.,,
433,03366.wav,"Demak, O'zbekistonda shu narsaga erishsa bo'lar ekan. Shuni sizlar qanday qilib nazoratga qo'ygansizlar yoki qanday qilib, misol uchun, shuni qanaqadir ichki nazorat tizimi bormi yoki bir qanaqadir audit tizimi bormi? Ya'ni shu narsani qanday qilib yillardan beri ushlab turibsizlar mana shu sifatni?",,
434,03376.wav,,,
435,03363.wav,"onlayn o'qish balki kampusga ham kelib, chunki kampus baribir bilasizmi yo'q ketmaydi kampus ham. Kampus ko'proq o'sha atmosferasi borki, o'sha networking beradigan, talabalar, professorlar bilan birgalashib ishlashi bor, mumkin bo'lgan atmosfera bor o'sha yerda shakllangan va",,
436,03345.wav,"onlayn platformalarni ko'paytirish, unda onlayn degree programmalarni ko'paytirish bo'ladimi, bu o'z tarafdan ichiga juda bir muhim bo'lgan yo'nalishlarni boya aytib o'tganimdek o'shanaqa kasblarni kiritsa va albatta skills'larni ko'paytirish kerak. Mening nazarimda shu.",,
437,03385.wav,"O'zi ishlaydigan odam kamroq gapirsa kerak o'zida, ular juda ham yo gapirish kerak, yo ishlash kerakda. Endi hazil-u, misol uchun",,
438,03368.wav,"Eng asosiysi dokument topshirayotganda farqi yo'q, qaysi bakalavrni bitirgan. Mana bilasiz, mana bu O'zbekistonda o'zlarida endi farqi bor, siz qaysida bitirgan bo'lsangiz, o'sha yerga faqat o'sha yo'nalish bo'yicha bora olasiz. Bizga farqi yo'q, doktor ham kelib magistraturada o'qishi mumkin, misol uchun, gruba qilib aytganda.",,
439,03391.wav,"Demak, xakatonlar. Ha, ha, uzr so'rayman, hozir men shundoq Wi-Fi o'zgartirib yuboray ikkinchisiga.",,
440,03398.wav,"Xudo xohlasa, biz Jasurbek bilan, Jasurbek Hojayev bilan keyingi haftalarga o'zi mo'ljal qildik. Yaxshi suhbat uyushtiramiz, shu inson professori, ko'p ixtiro qilgan.",,
441,03388.wav,"Muhammad aka, haqiqatda mana MBA in Digital Transformation degan yo'nalishimizni ham bu yil ochdik, to'g'ri aytyapsiz. 1+1 o'sha bir yil O'zbekistonda va bir qisqartirilgan intensiv semestr Koreyada. 1+1 shunda.",,
442,03386.wav,"Ya'ni shu narsalarni sizlar ham bir e'lon qilib, mana hozir juda ko'p narsalar aytildi, misol uchun mana talabalar juda ko'p ishlar qilinadi INHada ham. Yo professorlar ham juda ko'p ishlar qilishadi, startaplar qilishgan, yo'lga qo'yishgan. Shular haqida bir e'lon qilish.",,
443,03395.wav,"berish. Tushundim, zo'r mana misol o'zingiz aytdingiz, Muhabbat aka, ro'sti Muzaffar akaga o'xshagan mana data sayt vakili bo'ladimi yoki bo'lmasam kompaniyalar biz olib kelgan bo'lsak, mana shu mana shularga joy, pul-mulk kerak emas, hech narsa kerak emas. Mana shu yerda o'tiringlar-da, mana bizlarda",,
444,03431.wav,,,
445,03420.wav,"oramizda uzoq yillik do'stligimiz bor. Demak, bugun biz juda ham xursandmiz. Muzaffar bizni taklifimizni qabul qilib",,
446,03411.wav,"kam tahlil qilib ko'rsatishimiz kerak edi. Yana buni so'rashimga ham bitta sabab, hozirgi kunda misol uchun turli xil mavzularda professional bo'lmagan odamlar",,
447,03405.wav,"o'ziga olgan bu o'zini sinmasiga olgan va shundan kelib chiqib, menda birinchi proyektorim o'quv ishlari bo'yicha Koreyadan qo'yiladigan inson, bu Koreya fuqarosi hisoblanadi va o'quv ishlar ham shu o'quv bo'limi ham bo'lim boshlig'i koreyalik. Demak, menda",,
448,03434.wav,"Demak, Muzaffar haqida qisqacha ma'lumot beraman. Demak, Muzaffar Jalolov Toshkentdagi Axborot texnologiyalari universiteti bitiruvchisi. Demak, undan keyin Janubiy Koreyani Yonglan universitetida",,
449,03432.wav,"Xursand shu odamlar ham, ya'ni shu odamlar endi hurmat qilib kelishadi shu tadbirimizga katta odamlar hamda, keyin talabalar ham talab tashlashadi hamma joydan. Anaqa qilib savol berib, unaqa qilib, haligi odamlar ham xursandda, o'zini tajribasini bo'layotganidan ham, ya'ni bunda",,
450,03479.wav,"o'shalarni bir ko'rib olib, asoslarini keyin o'tsangiz foydaliroq bo'ladi. To'g'ri. Xo'p, Behzod aka xudo xohlasa bu kursimizni qancha muddatda tugatishlari mumkin o'quvchilarimiz?",,
451,03444.wav,"kurs o'zi kimlar uchun, kimlar ko'rishi mumkin? Kursda veb dasturlashni, ya'ni veb dasturlar yaratishni o'rganishni istaydigan barcha ko'rishi mumkin bo'ladi.",,
452,03410.wav,"O'tgan yilgi statistika misol uchun mana 18-19-20 da ham shu tendensiya qolayapti, bir 80% atrofida baribir ishga kirib, qolgan 15-20% o'qishni davom ettirmoqda. Endi qanaqa sektorlarda ishlashyapti? Bu turli sektor.",,
453,03480.wav,"registratsiyani bosadigan bo'lsak, bizni login pagega otib yuboradi endi. O'sha hozirgina ro'yxatdan o'tgan foydalanuvchimiz bilan saytga kirishimiz mumkin bo'ladi. Kirishni bosamiz.",,
454,03436.wav,"15 yildan beri IT sohasida eng talabgir kasb bo'lib kelmoqda. Bu albatta katta natija, 15 yildan beri plankani ushlab turish. Nima uchun bunday bo'lyapti? Chunki veb-saytlar hammaga kerak hozir. Misol uchun, chet elda oddiy bir kichkina biznes vakillarini ham o'zini veb-saytlari bor.",,
455,03517.wav,"Amalga oshiramiz, demak, hozircha ikkita zaxira bor. E'lonlar shunchaki olx.uz saytidan olib joylangan, randomni e'lonlar bular.",,
456,03463.wav,"250 000 so'm deb e'lon qildik va bu bayramda sizlar uchun bir yaxshi bir yangilik bo'ladi degan umiddamiz, Xudo xohlasa. Keyingi savolga o'taman. JavaScriptni yaxshi bilish shartmi, Node.js kursni o'rganish uchun deb savol berishibdi.",,
457,03533.wav,Internetga chaqirib turamiz. Shunaqa bolalar hamda qiziqibdi.,,
458,03520.wav,"demak, qiziqarli manfaatli bo'ldi, Xudo xohlasa. Demak, kurslarimizni keyingi etapdagi anaqalarda sizga muvaffaqiyat tilaymiz. Xudo xohlasa, biz hali uzoq muddat birga siz bilan ishlash niyatidamiz.",,
459,03491.wav,"partnerlar bilan misol uchun internet magazin ochadigan bo'lsangiz, shunaqa to'lovli bir sistemalar ochadigan bo'lsangiz, to'lovlarni saytingizga Payme yoki Clickka o'xshagan to'lov tizimlarini integratsiya qilishingiz mumkin. Shunaqa proyekti bor. O'zini yana boshqa docherniy",,
460,03554.wav,"UX ga ham ko'proq e'tibor bermoqchi edim, ya'ni",,
461,03512.wav,"Node.js ga qiziqadiganlar bo'lsa, web sohasiga qiziqadiganlar bo'lsa, yoki bilimlarini shunchaki yana bir qo'shimcha texnologiya bilan oshirmoqchi bo'lganlar bo'lsa, bemalol kursni ko'rishi mumkin. Kursni ko'rish uchun minimal talab qilinadigan bilimlar bor. Bular HTML va CSS.",,
462,03548.wav,"o'sha IT ni o'qitadigan ustozimizdan bir kun xat keldi. Shu bizni bitirgan bola kompaniya ochibdi, u kompaniyaga dasturchilarni qabul qilyapti ekan, xohlasanglar topshiringlar degan xat keldi. Keyin men topshirdim, men qiziqyapman. Mening rezume, rezumemda o'zi hech narsa yo'q edi deyarli.",,
463,03576.wav,"Mana shu joyda endi ozgina muhokama qilib olamiz. Nima deb o'ylaysiz, Adobe Figma'ni sotib olgandan keyin uni qaysidir darajada XT bilan raqobati bor-ku. Qaysi tomonga ham bosishi mumkin, Figma yoki XT'ni ditch qilib Figmaga o'tiladimi ekan? Nima deb o'ylaysiz?",,
464,03563.wav,"e'tibordan oq versiyada bot oq versiyada yaxshi turadi. Keyingisi, bizda why choose us, ya'ni nima uchun bizni tanlashingiz kerak? O'rtada fokusni",,
465,03605.wav,"Bizani prototipimizda birinchi anaqaga call to action qilib, login qilingan ekan. Yo'q, menimcha, meni fikrim bo'yicha registratsiyadan o'tish birinchi navbatda deyman, chunki yangi anaqa foydalanuvchi kelgandan keyin birinchi ro'yxatdan o'tishi kerak.",,
466,03607.wav,"Mana bitta kimdir yozib yuboribdi, avval desktop chizib, keyin mobile chizish osonroq. Shunaqa, osonroq bo'ladi. Tushunarli. Chunki hamma feature'laringizni ko'rib turasiz, qo'shganingizcha.",,
467,03613.wav,"rasm olib kelib beradigan plaginlar ham bor. Bir xil anaqqa dizaynlarni ko'rsangiz, hamma yoq bir xil rasm, bir xil tekst, lorem yozib berishadi. U narsa",,
468,03609.wav,"qurdik maketda turgan narsani. Bu undan oldin demak qanaqadir mehnat qilinganligini bildiradi. Kimdir buni olgan, olganini ko'rib chiqqan, mijozlar bilan ishlagan. Biz buni endi",,
469,03639.wav,"yaxshi yechim berish olasiz, masalan, mana bu filtrlar turibdi, keyin HabitWorks degan narsalari",,
470,03656.wav,ishlab boraman. Hozir yo'qotgan dizayn battlimiz,,
471,03661.wav,"ko'rinishdagi musobaqa yoki boshqa efirlarimizni yaxshi tashga harakat qilamiz. Salomat bo'linglar, yaxshilik ko'rishaylik.",,
472,03626.wav,"Keyin nega bizni tanlashingiz kerak degan joy. Mana bu yerda hozir kartochkalarni ko'ryapmiz. Bularni birma-bir hammasini chizib chiqish ko'p vaqt olib qo'ymaydimi yoki qanaqadir o'zini instrumentlari bormi Figma? Qanaqadir dublikat qiladigan, boshqa.",,
473,03673.wav,"masalan, hozirgi bu saytimizni ko'rsatishimiz uchun Figma link beramiz. O'sha bitta mana shu landingni o'zini ko'radi. I prototipedagi",,
474,03689.wav,"prototip obshiy anavi tugagandan keyin qilsak ham bo'ladi. baho bera olishingiz uchun. Tushunarli. Demak, bu yerda nimalar borligini ko'rdik. Bir narsani so'rab olsam, hozir",,
475,03725.wav,"Hozir men pastga tushamiz, yozib olinadi. Savol so'ralgan ekan, prototayping ham bo'ladimi, live interaktiv aralashish uchun?",,
476,03728.wav,Keyingi bo'limlarda vaqt yetib berganda nimadan qo'shgan bo'lar edingiz? Shu haqida ham ozgina ma'lumot bersangiz.,,
477,03773.wav,Do you want more hardship or is that enough? I think this is enough.,,
478,03765.wav,"Okay, this is follow up questions. So, what's your advice for non-technical people? Yeah. For for for for example, for getting for growing faster.",,
479,03738.wav,"formatda ochishsa, o'shanda qilib ko'rsangiz yaxshi bo'ladi. Editor emas, formatda ochishsa.",,
480,03720.wav,"Ya'ni asosiy narsa fokus mashinaga tushyapti, chunki odamlar biladi, qimmat mashinalarni arendaga beradigan, shunaqa servislar, ular yaxshi servis ko'rsatadi va mashinalari ham sifatli bo'ladi degan maqsadda",,
481,03788.wav,originally published by Nvidia,,
482,03774.wav,"There like let's say if all the powers is beholden in one entity, that entity controls a lot of like, you know, become could become more powerful than governments and",,
483,03764.wav,"figure out how you send audio and chunks and then how you do the chunking for the audio, how you perform the inference on it and then how you send the results back and then how you do that for millions of people all around the world. And so that whole process was very challenging. Initially, I remember I spent like",,
484,03778.wav,"We have some kind of similar thing with students and AI while they are both learns, trains, yes, but fortunately AI learns faster than human, you know? And what do you think about this part?",,
485,03776.wav,"talked about the data set collection. This is the most the hardest part of the AI, you know? And I know that the first data collection became in for for example, Muslims",,
486,03790.wav,"early on, you're gonna just because you're a first mover, doesn't mean you're gonna be also the first winner. You could be the first loser as well. So, if if you get a head start",,
487,03795.wav,basic building blocks that I learned about from before. So I think that's that's pretty helpful. The second thing is also,,
488,03791.wav,"train and identify like the right models to use. So, for the specific use case we have. So, back in 2020 2021, a lot of the models that were developed, they were relatively slow, they weren't accurate and",,
489,03796.wav,"Okay, let's sum up with this question. What's your advice for newcomers to this field? To AI's field, for example?",,
490,03804.wav,"responsibility to build that fundamental building block. And so, for example, at Tertil, we're building those, uh, for example, libraries and components related to, uh, rendering the Quran.",,
491,03808.wav,"I remember when you when you when we first started training AI on GPUs, that was like the start of the curve essentially. And then now all of a sudden we have things just like accelerate.",,
492,03806.wav,"especially outside of the US, people still aren't adopting AI, by the way. It's still very niche and very early. And especially when it comes to regulated roles, like lawyers, finance, and and doctors, uh it's still very limited. But that doesn't mean you could still leverage it for your",,
493,03828.wav,"Shunday ekan. O'ylaymanki, bugungi video sizlarga tushunarli bo'ldi. Testlash bo'yicha o'zingizda kerakli tushunchalar hosil bo'ldi. Ko'rishguncha.",,
494,03816.wav,"Ba'zilar men kecha bitta kurs yuborishdi Python'dan. Qiziq narsa yozib qo'yganlar reklamasida biz javob beramiz ishga kirishingizga deb yozib qo'ygan ekan. Keyin men sekin aloqaga chiqdim. Nima, qanday javob berasizlar ishga kirishga deb anaqadan so'radim, o'quvchim yozgan ekan.",,
495,03834.wav,Mana shu oxirgi bizdagi slaydga men o'sha ISTQB bo'yicha tarifni qo'shib qo'ydim. Ya'ni u tarif bo'yicha testlash nima degani?,,
496,03810.wav,"We can say it literally started in a garage and in California with like a few, you know, tech bros. And then, you know, since then, hamdulillah, like with the barakah, tawfiq of Allah Subhanahu Wa Ta'ala, you know, we got it to the stage that it is right now. Yeah, cool.",,
497,03845.wav,"Video dars deganda, masalan bor iOS bo'yicha, masalan, pointer free bor, object IO bor. Endi agar pullaringiz juda ham ko'p bo'lsa, anaqanikini sotib olinglar, essential developernikini sotib olinglar.",,
498,03846.wav,"Men oxirgi maslahat beradigan narsam, men juda ko'p uchrayotgan yomon narsalardan bittasi, bu juniorlar qanaqa qilib ishga kirish mumkin degan narsa bo'ladida.",,
499,03867.wav,"Aytmoqchi bo'lganim, hozir aytaman oxirida.",,
500,03851.wav,"Undan ko'ra asosi o'zingiz portfolioni o'zingiz portfolioni o'zingiz yaratinglar. Masalan, olinglarda masalan, OLXmi, OLXni ko'pyasini qilinglar. Telegrammi, Telegramni ko'pyasini qilinglar agar ideya kelmasa.",,
501,03843.wav,"lekin o'rta me'yorda bilishinglar kerak bo'ladi, ya'ni variable'lar, qanaqa variable ochiladi, bazaviy operatsiyalar, loop, if, else, when shunga o'xshagan, pointer qanaqa ishlaydi C++ da shu narsani sizlar bilishinglar kerak bo'ladi.",,
502,03873.wav,turib ularni audiosini o'chirib tashlashga majbur bo'lamiz. Shunda mana sizlarga ko'rayotganinglarda wave form bor tepada.,,
503,03879.wav,"vice versa teskarisiga xuddi shu kommentni endi outputga o'tkazamiz, kodni inputga o'tkazamiz. Shu orqali o'rganilgan bo'ladi. Hop, mikrofon ishlamayaptimi, ishladi?",,
504,03902.wav,"version control demak, bu endi o'sha versiya nazorati deymiz.",,
505,03855.wav,"Xo'p, bugun biz sizlar bilan NLP, Python, keyin oxirida shu Mohir AI loyihamiz haqida gaplashib o'tamiz. Xo'p, hozir hammamizga tanish Botir aka Ziyodov ham, Anvar aka ham boshida gaplashib o'tdilar. NLP ni rivojlanishini ko'rsatib o'tdilar, ya'ni ChatGPT misolida ko'rib o'tdik. Xo'p.",,
506,03919.wav,ko'paytda ishlatib ko'rganlar bormi oramizda ko'paytda?,,
507,03901.wav,"milliard dollar AQsh hisoblanadi. Xuddi shunday kontekst agar hozir bu hech qancha pul emas, aynan katta-katta unday katta deb oddiy kichkina startaplar uchun uncha katta pul emas. Lekin aynan u davrda bu juda ham katta pul hisoblanadi.",,
508,03915.wav,"Rahmat senga. Sen orqali men hozir dasturlash asoslarini o'rganib oldim. Rahmat. Endi menga birorta topshiriq bergin, men birorta topshiriqlarni bajarayin sen bilan, deb savol bersam, u menga beshta topshiriq berdi.",,
509,03894.wav,"qaysi model, qanaqa natija berildi, shuni xudo xohlasa e'lon qilamiz. Xo'p, endi hozirgi kunda mavjud, ya'ni rejada bor mahsulotlarimiz, bular hammasi hozir ichki test rejimda ishlab turibdi, hozir demo sifatida ham ko'ramiz.",,
510,03934.wav,"holatda bo'ladigan bo'lsa, bu mobile qurilmalar hisoblanadi. Aynan shularda muammolarni yechadigan dasturlash tillari paydo bo'ladi, ya'ni bular Java bo'lishi mumkin, iOSda Swift yoki Objective-C undan oldingi va hokazo shunaqa ko'rinishda.",,
511,03938.wav,"buyruqlarni ko'rsatib o'taman. Birinchi buyruqqa e'tibor beringlar. Ya'ni menga Python orqali biror bir saytni, saytni Python orqali arxitektura",,
512,03940.wav,"Programma qilish mumkin, lekin uni yaxshi sota olmasligi mumkin. Shuning uchun har doim komandada biznes tomondan yaxshi tushunadigan inson bo'lishi kerak va bu ishni dasturchi qilishi juda qiyin.",,
513,03941.wav,ko'proq shunaqa muammolar bo'lganligi uchun kun tartibida asosan shu dasturlash tillariga ko'proq ehtiyoj bo'lgan va ular rivojlanishni boshlagan. Lekin 90-yillardan,,
514,03946.wav,"masalan, oddiy rentgen rasmlari minglab rasmlar bor. Pnevmoniya uchun alohida yig'ilgan datalar bor, yoki masalan, ko'z kasalliklari bor. Ko'z kasalliklari uchun alohida yig'ilgan datasetlar bor.",,
515,03975.wav,"Hop, hop, mana endi speech to textni hozir bizaniki yuqori aniqlikda deb aytayapmiz. Yuqori aniqlikda nimani hisobiga? Bu",,
516,03959.wav,"Internetdagi tayyor masalalarini qidiring. Mana shu joyda ham, masalan, ko'pchilik so'raydi, menga yozishadi, sizning kitobingizdagi masalalar kamlik qilyapti deydi. Albatta kamlik qiladi, chunki bu kitob bu, uning ichiga masalan, minglab masalalar tiqa olmaysiz. Internetga kirsangiz, hozir millionlab masalalar bor.",,
517,03979.wav,"bo'lsak, ya'ni bu yerda aynan bu savolga javob berish uchun research qilib ko'rdim hozir ko'raman. Buni tushunish uchun o'zi umuman olganda dasturlash tillari nima uchun rivojlangan, qanday kelib chiqish tarixi haqida qisqacha to'xtalib o'taman. Qisqacha o'zimni tanishtiradigan bo'lsam,",,
518,03984.wav,"ko'rayotganinglardek, bu endi ingliz tilidagi videoni o'zbekchaga, ya'ni o'zimizni mohir ovozimiz orqali o'zbekchada dublyaj qilib berdi. Bu ham ancha qulaylik yaratadi. Kontent kreatorlar uchun ham, ya'ni",,
519,03992.wav,"Unga quyidagicha savolni berdim. Bilasanmi, men dasturlashni o'rganmoqchiman.",,
520,03993.wav,"Endi umuman hozirgidek yana bir ikkita bolalar kelib, bizlar o'rgandik, mana shunaqa, mana shunaqa jarayonga yetib keldik. Mana oldin o'zimni ham o'quv markazim bo'lgan, oldin o'quv markazimda bolalar o'qirdi.",,
521,03982.wav,"o'zgaruvchilar bilan tanishdim. Bular hammasi barcha dasturlash tillari uchun universal. Bu tushunchalarni bilishingiz kerak. Shuning uchun ba'zida ko'pchilik hayron bo'ladi. Bizga deydi, TATUda C dasturlash tilini o'rgatyapti deydi. Bu kerak emas-ku deydi. Unaqa emas. C dasturlash tili yordamida sizlarga dasturlash asoslarini o'rgatishyapti.",,
522,04010.wav,"Assalomu alaykum hurmatli mehmonlar, bugun sizlarni ko'rib turganimdan juda ham xursandmiz.",,
523,04018.wav,"testlash va debugging bu juda ham muhim, bu har bitta dasturchi bilishi kerak bo'lgan narsa. Dastur yozdingizmi? Bu dasturingizga test yozishni bilishingiz kerak.",,
524,04000.wav,Shuni evaziga umuman misol uchun hozirgi kundagi ya'ni nima desam bo'ladi? Tushunib oldingizmi?,,
525,04014.wav,"deganida men nazarda tutyapman. Mana bu yerda qaraydigan bo'lsak, har bir misol uchun nima deydi, sessionda bir eksperiment qilishingiz bo'yicha generate qiladigan ma'lumotlar hajmi.",,
526,04057.wav,"yo'talib yuborishi mumkin yoki qilib gapirib yuborishi mumkin. Shunaqa keyslarni biz olib tashlashimiz kerak. Hammasini iloji boricha eshitib, shunaqa joylarni qirqishga harakat qildik. Undan tashqari bizga qo'l kelgan tarafi bizda o'zimizda",,
527,04076.wav,videosini olishi mumkin. I biz u audio va tekstlarni yana modelni qayta train qildirish uchun ishlatamiz.,,
528,04053.wav,haqidagi misol uchun ma'lumotlar juda katta bo'ladi va unga bo'lgan sarflayotgan pullar misol uchun aynan shu davrdagi texnologiyalarni ancha pul va ma'lumotlar katta bo'ladi misol uchun misollar ko'rsataman bu,,
529,04077.wav,Ikkitasida har xil vaziyat bor. Men imkon qadar ularga to'g'ri tushuntirishga harakat qilardim. Imkoniyatlar berilardi.,,
530,04064.wav,"harflar boshqa harflarga o'zgarib ketgan bo'lishi mumkin. O'shalarni to'g'irlab, to'g'ri replace qilish kerak. Ya'ni A ni A ga, G ni G ga emasda, to'g'ri o'zini case by case ko'rib",,
531,04083.wav,"Xo'p, endi mana Mohir AI haqida gaplashamiz. Mohir AI o'zi nima? Mohir AI bu yerda bizlarda bir qancha modellar bor. Xo'p, bularni ko'rib chiqamiz.",,
532,04098.wav,Balki meni shu sohadagi bitta boshqa kasbni egallash mumkin. Shu.,,
533,04108.wav,"Assalomu alaykum, ismim Umid. Bu yoqqa kelganman. Asli men dasturchi emasman, umuman boshqa yo'nalishdan kelganman. Yo'nalishim tibbiyot.",,
534,04092.wav,"yoki yana alohida yo'nalish bu kompyuter vision, kompyuter vision endi tasvirlar bilan, videolar bilan, rasmlar bilan ishlash. Bu ham alohida juda ham katta yo'nalish. O'zi yuradigan mashinalar masalan Tesla avtomobillari. Yo'lda ketayotganda atrofidagi hamma",,
535,04113.wav,"Hozir mana juda muhim anaqasini aytdilar Botir aka, jamoa juda ham muhim jamoa, ya'ni dasturchilar o'zi startap qila olmaydi xafa bo'lmanglar. Dasturchilar o'zi startap qila olmaydi, chunki dasturchilar faqat dasturini qilib yuraveradida.",,
536,04132.wav,"Asoslar bu hamma dasturlash tillari uchun har qanaqangi dasturlash uchun bir xil, ya'ni asoslar fundamental tushunchalar bir xil. O'zgaruvchilar deysizmi, ma'lumotlarni turlari deysizmi, demak",,
537,04139.wav,"va oxirgi yana bitta misol keltiraman. Ko'pchilik mana o'rganib bo'ladi dasturlashni, ishga kirish jarayoni bo'ladi. Ana o'sha paytlarda mana bu yerda men hozir yozganman. Men intervyuga tayyorlanmoqchiman. Middle Python",,
538,04149.wav,"Kutubxonalar qaytadigan bo'lsak, kutubxonalar ko'rib turganingizdek, ko'pi C yoki boshqa tillarda yozilgan bo'lgani bilan, lekin",,
539,04155.wav,Endi umumiy prompt injener bo'yicha umuman,,
540,04154.wav,Ya'ni WER deb o'lchalinadi. Bu nima degani? Word error rate bu yerda misol uchun,,
541,04143.wav,"yodimga tushganlari hozir bundan tashqari yana o'nlab, yigirmalab resurslar bor. Bular aynan o'sha Pythonga va front-end dasturlashga tegishli bo'lganlarini ko'rsatyapman xolos. Ya'ni bundan tashqari yana kirib ko'rsanglar juda ham resurslar ko'p.",,
542,04160.wav,"Demak, bu jarayon har kuni bir soatdan sizga 50 soat uchun 50 kun vaqt ketadi. Lekin u bir soatni sizga audioni beradi. Endi siz u bir soat audioni eshitishingiz kerak bo'ladi.",,
543,04166.wav,"IT parklar bor ko'proq internshiplar qilinsa juda zo'r bo'lardi, meni fikrimcha.",,
544,04164.wav,"qanaqa, ya'ni talab nimaga qarab bo'layapti, buni o'rganish kerak, qarash kerak, o'quv markazlari masalan yoki universitetlar nima o'rgatishyapti. Bunga to'g'ri javob yo'q, ya'ni konkret men misol uchun sizga yo'q Pythonni o'rganinglar, Python zo'r til, faqat Python bilan ketinglar deya olmayman, chunki",,
