id,path,text_spt,text_original,ref_normalized,hyp_normalized,wer,sequence_similarity,duration,sentence_checked
381,17258.wav,"chiqdi. Mana ko'rishingiz mumkin, SAS bizni o'lchov birliklarimiz o'zaro mos keladigan bo'lsa, avtomatik tarzda uni convert qilib, qiymatni hisoblab berar ekan. Va albatta bu haqida ko'proq ma'lumotga ega bo'lish uchun SASni rasmiy veb sahifasiga o'tib, numeric operators qismida","ga chiqdi. Mana koʻrishingiz mumkin, SAS bizning oʻlchov birliklarimiz oʻzaro mos keladigan boʻlsa, avtomatik tarzda uni convert qilib, qiymatni hisoblab berar ekan. Va albatta bu haqda koʻproq maʼlumotga ega boʻlish uchun, SASni rasmiy web sahifasiga oʻtib, numeric operators qismida",chiqdi mana ko'rishingiz mumkin sas bizni o'lchov birliklarimiz o'zaro mos keladigan bo'lsa avtomatik tarzda uni convert qilib qiymatni hisoblab berar ekan va albatta bu haqida ko'proq ma'lumotga ega bo'lish uchun sasni rasmiy veb sahifasiga o'tib numeric operators qismida,ga chiqdi mana ko'rishingiz mumkin sas bizning o'lchov birliklarimiz o'zaro mos keladigan bo'lsa avtomatik tarzda uni convert qilib qiymatni hisoblab berar ekan va albatta bu haqda ko'proq ma'lumotga ega bo'lish uchun sasni rasmiy web sahifasiga o'tib numeric operators qismida,0.1053,0.8364,19.141375,"Tepaga chiqdi. Mana ko'rishingiz mumkin, SAS bizning o'lchov birliklarimiz o'zaro mos keladigan bo'lsa, avtomatik tarzda uni convert qilib, qiymatni hisoblab berar ekan. Va albatta bu haqida ko'proq ma'lumotga ega bo'lish uchun SASni rasmiy veb sahifasiga o'tib, numeric operators qismida"
633,09681.wav,"Telegramni shunaqa versiyasini yaratganman, bu haqida maqola ham chop etgandik. O'sha tekstlarni pozitivniy, negativniy yoki neytralniy, ya'ni sentiment analiz, ya'ni tekst keladi, o'sha messageni tekstini","Telegramni shunaqa versiyasini yaratganman. Bu haqida maqola ham chop etgandik. o'sha textlarni, pozitivniy, negativniy yoki neytralniy, ya'ni sentiment analiziz, ya'ni text keladi, o'sha messageni textini",telegramni shunaqa versiyasini yaratganman bu haqida maqola ham chop etgandik o'sha tekstlarni pozitivniy negativniy yoki neytralniy ya'ni sentiment analiz ya'ni tekst keladi o'sha messageni tekstini,telegramni shunaqa versiyasini yaratganman bu haqida maqola ham chop etgandik o'sha textlarni pozitivniy negativniy yoki neytralniy ya'ni sentiment analiziz ya'ni text keladi o'sha messageni textini,0.16,0.9723,19.685375,"Telegramni shunaqa versiyasini yaratganman, bu haqida maqola ham chop etgandik. O'sha tekstlarni pozitivniy, negativniy yoki neytralniy, ya'ni sentiment analiz, ya'ni tekst keladi, o'sha messageni tekstini"
713,11073.wav,"o'shalardan misol uchun qaror qabul qiluvchilarga, misol uchun saralashga yordam beramiz. O'sha 50 000 ta application emas, balkim 15 000 ta qaytarib beramiz. 15 000 tani keyin ular ko'rib chiqishga osonroq bo'ladi, yoki undan ham ko'proq saralashimiz mumkin. Keyin bizda har xil qaror qabul qilish, masalan, kimga scholarship berish kerak, kimga masalan partial scholarship, kimga full scholarship, masalan","aah o'sha o'shalarda misol uchun qaror qabul qiluvchilarga, masalan saralashga yordam beramiz. o'sha 50,000 ta application emas, balkim 15,000 ta kamaytirib beramiz. 15,000 tani keyin ular ko'rib chiqishga osonroq bo'ladi. yoki undan ham ko'proq saralashimiz mumkin. Keyin bizda har xil qaror qabul qilish, masalan kimga scholarship berish kerak. Kimga masalan partial scholarship, kimga full scholarship, masalan...",o'shalardan misol uchun qaror qabul qiluvchilarga misol uchun saralashga yordam beramiz o'sha ellik mingta application emas balkim o'n besh mingta qaytarib beramiz o'n besh ming tani keyin ular ko'rib chiqishga osonroq bo'ladi yoki undan ham ko'proq saralashimiz mumkin keyin bizda har xil qaror qabul qilish masalan kimga scholarship berish kerak kimga masalan partial scholarship kimga full scholarship masalan,aah o'sha o'shalarda misol uchun qaror qabul qiluvchilarga masalan saralashga yordam beramiz o'sha ellik mingta application emas balkim o'n besh mingta kamaytirib beramiz o'n besh ming tani keyin ular ko'rib chiqishga osonroq bo'ladi yoki undan ham ko'proq saralashimiz mumkin keyin bizda har xil qaror qabul qilish masalan kimga scholarship berish kerak kimga masalan partial scholarship kimga full scholarship masalan,0.1034,0.9627,19.6106875,"o'shalarda misol uchun qaror qabul qiluvchilarga, masalan saralashga yordam beramiz. O'sha 50 000 ta application emas, balkim 15 000 ta kamaytirib. 15 000 tani keyin ular ko'rib chiqishga osonroq bo'ladi, yoki undan ham ko'proq saralashimiz mumkin. Keyin bizda har xil qaror qabul qilish, masalan, kimga scholarship berish kerak, kimga masalan partial scholarship, kimga full scholarship, masalan"
1487,03941.wav,ko'proq shunaqa muammolar bo'lganligi uchun kun tartibida asosan shu dasturlash tillariga ko'proq ehtiyoj bo'lgan va ular rivojlanishni boshlagan. Lekin 90-yillardan,da ko'proq shunaqa muammolar bo'lganligi uchun kun tartibida asosan shu dasturlash tillariga ko'proq ehtiyoj bo'lgan va ular rivojlanishni boshlagan. Lekin 90-yillardan e nima,ko'proq shunaqa muammolar bo'lganligi uchun kun tartibida asosan shu dasturlash tillariga ko'proq ehtiyoj bo'lgan va ular rivojlanishni boshlagan lekin to'qsoninchi yillardan,da ko'proq shunaqa muammolar bo'lganligi uchun kun tartibida asosan shu dasturlash tillariga ko'proq ehtiyoj bo'lgan va ular rivojlanishni boshlagan lekin to'qsoninchi yillardan e nima,0.1429,0.9721,16.197375,ishda ko'proq shunaqa muammolar bo'lganligi uchun kun tartibida asosan shu dasturlash tillariga ko'proq ehtiyoj bo'lgan va ular rivojlanishni boshlagan. Lekin 90-yillardan
1161,18083.wav,U o'xshamagan albatta. Universitetga topshiradiganimda juda qiynalganman. Baholarim shit bo'lganda rostiga. O'sha baholar bilan topshirishga harakat qilganman. Ko'p universitetlar menga seryozni qaramagan ham.,u o'xshamagan albatta. Universitetlarga topshiradiganimda juda qiynalganman. Baholarim shitty bo'lganda rostiga. O'sha baholar bilan topshirishga harakat qilganman. Ko'p universitetlar menga seryozno qaramagan ham.,u o'xshamagan albatta universitetga topshiradiganimda juda qiynalganman baholarim shit bo'lganda rostiga o'sha baholar bilan topshirishga harakat qilganman ko'p universitetlar menga seryozni qaramagan ham,u o'xshamagan albatta universitetlarga topshiradiganimda juda qiynalganman baholarim shitty bo'lganda rostiga o'sha baholar bilan topshirishga harakat qilganman ko'p universitetlar menga seryozno qaramagan ham,0.1304,0.9831,12.8961875,"U o'xshamagan albatta. Universitetlarga topshiradiganimda juda qiynalganman. Baholarim ""shitty"" bo'lganda rostiga. O'sha baholar bilan topshirishga harakat qilganman. Ko'p universitetlar menga seryozni qaramagan ham."
60,12166.wav,"Da, shopping yordam beradi, tan olaman. Shirinlik ham yordam beradi. Men shaxsiy anaqa anaqa kelib chiqib aytaman, experience'imdan. Yana nima dedingiz? Uxlash. Uxlash. Uxlash menda","Da, shopping yordam beradi, tan olaman. Shirinlik ham yordam beradi. Men shaxsiy anaqamdan kelib chiqib aytaman, experiencimdan. Yana nima dedingiz? Uxlash. Uxlash manda...",da shopping yordam beradi tan olaman shirinlik ham yordam beradi men shaxsiy anaqa anaqa kelib chiqib aytaman experience'imdan yana nima dedingiz uxlash uxlash uxlash menda,da shopping yordam beradi tan olaman shirinlik ham yordam beradi men shaxsiy anaqamdan kelib chiqib aytaman experiencimdan yana nima dedingiz uxlash uxlash manda,0.2,0.9489,15.3866875,"Ha, shopping yordam beradi, tan olaman. Shirinlik ham yordam beradi. Men shaxsiy anaqamdan kelib chiqib aytaman, experience'imdan. Yana nima dedingiz? Uxlash. Uxlash. Uxlash menda"
969,04722.wav,"3 xil yechim berganman, bunaqa qilsang bo'ladi, bunaqa qilsang bo'ladi, keyin rosa xursand bo'lgan anaqa injener, ikkita injener ham, ikkinchi injener, birinchi injenerda rosa hayajon kuchli bo'lgan, Tureksdagi injener edi.","uch xil yechim berganman, bunaqa qilsang bo'ladi, unaqa qilsang bo'ladi. Keyin javob... rasa xursand bo'lgan anaqa injener, ikkita injener ham. ikkinchi injen... birinchi injenerda rasa hayajon kuchli bo'lgan. Tsyurixdagi injener edi.",uch xil yechim berganman bunaqa qilsang bo'ladi bunaqa qilsang bo'ladi keyin rosa xursand bo'lgan anaqa injener ikkita injener ham ikkinchi injener birinchi injenerda rosa hayajon kuchli bo'lgan tureksdagi injener edi,uch xil yechim berganman bunaqa qilsang bo'ladi unaqa qilsang bo'ladi keyin javob rasa xursand bo'lgan anaqa injener ikkita injener ham ikkinchi injen birinchi injenerda rasa hayajon kuchli bo'lgan tsyurixdagi injener edi,0.2,0.6438,15.6426875,"3 xil yechim berganman, bunaqa qilsang bo'ladi, bunaqa qilsang bo'ladi, keyin rosa xursand bo'lgan anaqa injener, ikkita injener ham, ikkinchi injener, birinchi injenerda rosa hayajon kuchli bo'lgan, Tureksdagi injener edi."
1296,17568.wav,"Shaxarda eng zo'r bitta avtomexanik bor. Qolgan avtomexanikga klient bormaydimi? Yoki shaxarda eng zo'r dasturchi bor. Uni oyligi baland bo'ladi, lekin qolgan dasturchilarga ham doim zakaz bor. Xuddi shunaqa. Aktyorlarda ham shunaqa. Eng zo'r aktyor","shaharning eng zo'r bitta avtomexanik bor.
Qolgan avtomexanikka klient bormaydimi?
Yoki shaharning eng zo'r dasturchi bor.
Uni oyligi baland bo'ladi, lekin qolgan dasturchilarga ham doim zakaz bor.
Xuddi shunaqa.
Ya aktyorlarda ham shunaqa, eng zo'r aktyor",shaxarda eng zo'r bitta avtomexanik bor qolgan avtomexanikga klient bormaydimi yoki shaxarda eng zo'r dasturchi bor uni oyligi baland bo'ladi lekin qolgan dasturchilarga ham doim zakaz bor xuddi shunaqa aktyorlarda ham shunaqa eng zo'r aktyor,shaharning eng zo'r bitta avtomexanik bor qolgan avtomexanikka klient bormaydimi yoki shaharning eng zo'r dasturchi bor uni oyligi baland bo'ladi lekin qolgan dasturchilarga ham doim zakaz bor xuddi shunaqa ya aktyorlarda ham shunaqa eng zo'r aktyor,0.1143,0.0733,14.8320625,"Shaxarda eng zo'r bitta avtomexanik bor. Qolgan avtomexanikga klient bormaydimi? Yoki shaxarda eng zo'r dasturchi bor. Uni oyligi baland bo'ladi, lekin qolgan dasturchilarga ham doim zakaz bor. Xuddi shunaqa. Aktyorlarda ham shunaqa. Eng zo'r aktyor"
508,16065.wav,"yoki bo'lmasam, Mohir jamoasiga qo'shilib, dars berib","Yoki bo'lmasam Mohirdev jamoasiga qo'shilib, dars berib.",yoki bo'lmasam mohir jamoasiga qo'shilib dars berib,yoki bo'lmasam mohirdev jamoasiga qo'shilib dars berib,0.1429,0.9714,10.309375,"yoki bo'lmasam, Mohirdev jamoasiga qo'shilib, dars berib"
358,16908.wav,"Googlega ishga, ishga emas, amaliyotga qabul qilingan edi va bu katta motivatsiya bo'lgan, katta ishonch bergan, ya'ni demak eplasa bo'ladi degan va uni rezume template bor edi, o'sha ishlatgan templatdan men ham foydalandim. Hozir shu joyda to'xtaymiz.","Googlega ishi, ishga emas, amaliyotga qabul qilingan edi va bu katta motivatsiya bo'lgan, katta ishonch bergan, ya'ni demak eplasa bo'ladi degan va uni rezyumeni templati bor edi. O'sha ishlatgan templatedan men ham foydalandim. Hozir shu joyda to'xtaymiz.",googlega ishga ishga emas amaliyotga qabul qilingan edi va bu katta motivatsiya bo'lgan katta ishonch bergan ya'ni demak eplasa bo'ladi degan va uni rezume template bor edi o'sha ishlatgan templatdan men ham foydalandim hozir shu joyda to'xtaymiz,googlega ishi ishga emas amaliyotga qabul qilingan edi va bu katta motivatsiya bo'lgan katta ishonch bergan ya'ni demak eplasa bo'ladi degan va uni rezyumeni templati bor edi o'sha ishlatgan templatedan men ham foydalandim hozir shu joyda to'xtaymiz,0.1081,0.9697,17.2426875,"Googlega ishga, ishga emas, amaliyotga qabul qilingan edim va bu katta motivatsiya bo'lgan, katta ishonch bergan, ya'ni demak eplasa bo'ladi degan va uni rezumeyim template bor edi, o'sha ishlatgan templatdan men ham foydalandim. Hozir shu joyda to'xtaymiz."
778,00358.wav,sohasida o'qiyotganim va koreys tilida o'qiyotganim juda ham sabab bo'ldi. Koreys tilida speaker bo'lsamda baribir,data AI sohasida oʻqiyotganim va koreys tilida oʻqiyotganim juda ham sabab boʻldi. Koreys tilida native speaker boʻlsamda baribir,sohasida o'qiyotganim va koreys tilida o'qiyotganim juda ham sabab bo'ldi koreys tilida speaker bo'lsamda baribir,data ai sohasida o'qiyotganim va koreys tilida o'qiyotganim juda ham sabab bo'ldi koreys tilida native speaker bo'lsamda baribir,0.2,0.9378,13.968,AI sohasida o'qiyotganim va koreys tilida o'qiyotganim juda ham sabab bo'ldi. Koreys tilida native speaker bo'lsamda baribir
307,16303.wav,darajasi yigitlar ko'proq ishlaydigan kompaniyaga nisbatan 34% yoshni isbotlashgan. Yoki yana bir misol. Bu juda zo'r tadqiqot.,"darajasi yigitlar koʻproq ishlaydigan kompaniyaga nisbatan oʻttiz toʻrt foizga oshishini isbotlashgan. Yoki yana bir misol, a-a, bu juda zoʻr tadqiqot.",darajasi yigitlar ko'proq ishlaydigan kompaniyaga nisbatan o'ttiz to'rt foiz yoshni isbotlashgan yoki yana bir misol bu juda zo'r tadqiqot,darajasi yigitlar ko'proq ishlaydigan kompaniyaga nisbatan o'ttiz to'rt foizga oshishini isbotlashgan yoki yana bir misol a-a bu juda zo'r tadqiqot,0.1579,0.9614,13.3600625,darajasi yigitlar ko'proq ishlaydigan kompaniyaga nisbatan 34% ga oshishini isbotlashgan. Yoki yana bir misol. Bu juda zo'r tadqiqot.
1063,06431.wav,"Hozirgi CEO kim deb savol bergan ekan, Elon Musk chiqargan. Lekin 2021 dan oldin Elon Musk emas edi.",hozirgi CEOsi kim deb savol bergan ekan. Elon Musk chiqqan. Lekin 2021 dan oldin Elon Musk emasdi.,hozirgi ceo kim deb savol bergan ekan elon musk chiqargan lekin ikki ming yigirma birdan oldin elon musk emas edi,hozirgi ceosi kim deb savol bergan ekan elon musk chiqqan lekin ikki ming yigirma birdan oldin elon musk emasdi,0.2,0.9643,8.304,"Hozirgi CEOsi kim deb savol bergan ekan, Elon Musk chiqargan. Lekin 2021 dan oldin Elon Musk emas edi."
562,05895.wav,"Albom ko'rinishda ochadigan bo'lsak planshetda quyidagicha, endi keling iPhone X yordamida albom ko'rinishda ochadigan bo'lsak, bu sal kichaytiradigan bo'lsak, masshtabni yana ham","albom koʻrinishda ochadigan boʻlsak planshetda quyidagicha, endi keling iPhone X yordamida albom koʻrinishda ochadigan boʻlsak, bu sal kichraytiradigan boʻlsak masshtabni, yanayam",albom ko'rinishda ochadigan bo'lsak planshetda quyidagicha endi keling iphone x yordamida albom ko'rinishda ochadigan bo'lsak bu sal kichaytiradigan bo'lsak masshtabni yana ham,albom ko'rinishda ochadigan bo'lsak planshetda quyidagicha endi keling iphone x yordamida albom ko'rinishda ochadigan bo'lsak bu sal kichraytiradigan bo'lsak masshtabni yanayam,0.1364,0.9886,14.544,"Albom ko'rinishda ochadigan bo'lsak planshetda quyidagicha, endi keling iPhone X yordamida albom ko'rinishda ochadigan bo'lsak, bu sal kichraytiradigan bo'lsak, masshtabni yana ham"
1144,13369.wav,"Qayta-qayta so'raladigan savol, matematikani qanchalik kerak? Matematika dasturlashda bevosita siz hech kim matematika anaqalardan foydalanish talab qilinmaydi, lekin matematika yaxshi bilgan odam mantiqiy fikrlashda, logikasi kuchli bo'ladi. Shunaqalardan","Qayta-qayta soʻraladigan savol, matematika qanchalik kerak? Matematika dasturlashda bevosita siz hech kim matematika anaqalardan foydalanish talab qilinmaydi, lekin matematika yaxshi bilgan odam mantiqiy fikrlashda, logikasi kuchli boʻladi. Shu narsalardan...",qayta-qayta so'raladigan savol matematikani qanchalik kerak matematika dasturlashda bevosita siz hech kim matematika anaqalardan foydalanish talab qilinmaydi lekin matematika yaxshi bilgan odam mantiqiy fikrlashda logikasi kuchli bo'ladi shunaqalardan,qayta-qayta so'raladigan savol matematika qanchalik kerak matematika dasturlashda bevosita siz hech kim matematika anaqalardan foydalanish talab qilinmaydi lekin matematika yaxshi bilgan odam mantiqiy fikrlashda logikasi kuchli bo'ladi shu narsalardan,0.1071,0.9522,16.933375,"Qayta-qayta so'raladigan savol, matematika qanchalik kerak? Matematika dasturlashda bevosita siz hech kim matematika anaqalardan foydalanish talab qilinmaydi, lekin matematika yaxshi bilgan odam mantiqiy fikrlashda, logikasi kuchli bo'ladi. Shu narsalardan"
747,11345.wav,biz bu dunyo nuqtasida ham ko'rishimiz mumkin. Bitta narsada misol uchun biz O'zbekistonda ba'zi texnologiyalarda yoki yaxshi narsa ham yomon narsa ham ba'zida ozgina orqada yuramizda. Misol uchun hozirgi kunda Malayziyada juda ommaviylashib ketgan narsa,"biz dunyo miqyosida ham ko'rishimiz mumkin. Bitta narsada misol uchun biz O'zbekistonda ba'zi texnologiyalarda yoki yaxshi narsada ham, yomon narsada ham ba'zida ozgina orqada yuramiz-da. Misol uchun hozirgi kunda Malayziyada juda ommaviylashib ketgan narsa",biz bu dunyo nuqtasida ham ko'rishimiz mumkin bitta narsada misol uchun biz o'zbekistonda ba'zi texnologiyalarda yoki yaxshi narsa ham yomon narsa ham ba'zida ozgina orqada yuramizda misol uchun hozirgi kunda malayziyada juda ommaviylashib ketgan narsa,biz dunyo miqyosida ham ko'rishimiz mumkin bitta narsada misol uchun biz o'zbekistonda ba'zi texnologiyalarda yoki yaxshi narsada ham yomon narsada ham ba'zida ozgina orqada yuramiz-da misol uchun hozirgi kunda malayziyada juda ommaviylashib ketgan narsa,0.1429,0.8854,19.653375,biz buni dunyo nuqtasida ham ko'rishimiz mumkin. Bitta narsada misol uchun biz O'zbekistonda ba'zi texnologiyalarda yoki yaxshi narsada ham yomon narsada ham ba'zida ozgina orqada yuramiz-da. Misol uchun hozirgi kunda Malayziyada juda ommaviylashib ketgan narsa
46,05388.wav,"Darsimizga keladigan bo'lsak u ikki qismdan tashkil topgan bo'ladi. Darsimizni birinchi qismini toastni o'rganish bilan o'tkazadigan bo'lsak, darsimizning ikkinchi qismi tooltips komponentiga bag'ishlangan bo'ladi. Unda kelinglar birinchi bo'lib toast nima ekanligini bilib olamiz.","Dars rejasiga keladigan boʻlsak, u ikki qismdan tashkil topgan boʻladi. Darsimizni birinchi qismini toastsni oʻrganish bilan oʻtkazadigan boʻlsak, darsimizning ikkinchi qismi tooltips komponentiga bagʻishlangan boʻladi. Unda kelinglar birinchi boʻlib toasts nima ekanligini bilib olamiz.",darsimizga keladigan bo'lsak u ikki qismdan tashkil topgan bo'ladi darsimizni birinchi qismini toastni o'rganish bilan o'tkazadigan bo'lsak darsimizning ikkinchi qismi tooltips komponentiga bag'ishlangan bo'ladi unda kelinglar birinchi bo'lib toast nima ekanligini bilib olamiz,dars rejasiga keladigan bo'lsak u ikki qismdan tashkil topgan bo'ladi darsimizni birinchi qismini toastsni o'rganish bilan o'tkazadigan bo'lsak darsimizning ikkinchi qismi tooltips komponentiga bag'ishlangan bo'ladi unda kelinglar birinchi bo'lib toasts nima ekanligini bilib olamiz,0.1212,0.873,18.896,"Dars rejasiga keladigan bo'lsak u ikki qismdan tashkil topgan bo'ladi. Darsimizni birinchi qismini toastni o'rganish bilan o'tkazadigan bo'lsak, darsimizning ikkinchi qismi tooltips komponentiga bag'ishlangan bo'ladi. Unda kelinglar birinchi bo'lib toasts nima ekanligini bilib olamiz."
190,20906.wav,"Texnik avtomat qilish har doim bor edi, lekin aynan o'yinlarni avtomat qilish qiyin, chunki masalan, siz Google spresheetda avtomat qilishingiz mumkin, chunki u statikroq. Mana buni bossangiz, mana bunaqa bo'lishi kerak-a? Lekin o'yinlarda","testni avtomat qilish har doim bor edi. lekin, aynan oʻyinlarni avtomat qilish qiyin. chunki, masalan, siz, eeee, Google Spreadsheetni avtomat qilishingiz mumkin, chunki u statikroq. Mana buni bossangiz mana bunaqa boʻlishi kerak-da. Aaa, lekin oʻyinlarda",texnik avtomat qilish har doim bor edi lekin aynan o'yinlarni avtomat qilish qiyin chunki masalan siz google spresheetda avtomat qilishingiz mumkin chunki u statikroq mana buni bossangiz mana bunaqa bo'lishi kerak-a lekin o'yinlarda,testni avtomat qilish har doim bor edi lekin aynan o'yinlarni avtomat qilish qiyin chunki masalan siz eeee google spreadsheetni avtomat qilishingiz mumkin chunki u statikroq mana buni bossangiz mana bunaqa bo'lishi kerak-da aaa lekin o'yinlarda,0.1515,0.9286,17.68,"Testni avtomat qilish har doim bor edi, lekin aynan o'yinlarni avtomat qilish qiyin, chunki masalan, siz Google spresheetda avtomat qilishingiz mumkin, chunki u statikroq. Mana buni bossangiz, mana bunaqa bo'lishi kerak-a? Lekin o'yinlarda"
366,16995.wav,"Bugun bizni sizlar bilan 8-darsimiz va bugungi darsda SASSda ro'yxatlar, ya'ni listsni ko'rib o'tamiz.","Bugun bizani sizlar bilan sakkizinchi darsimiz-e va bugungi darsda Sasda roʻyxatlar, yaʼni listsni koʻrib oʻtamiz.",bugun bizni sizlar bilan sakkizinchi darsimiz va bugungi darsda sassda ro'yxatlar ya'ni listsni ko'rib o'tamiz,bugun bizani sizlar bilan sakkizinchi darsimiz-e va bugungi darsda sasda ro'yxatlar ya'ni listsni ko'rib o'tamiz,0.2,0.982,14.4586875,"Bugun bizni sizlar bilan 8-darsimiz va bugungi darsda SASSda ro'yxatlar, ya'ni listsni ko'rib o'tamiz."
638,09714.wav,"bir qancha qatlamlarda har bir qatlamda ma'lum bir neyronlar mavjud. Ushbu neyronlarda bir qancha o'zgaruvchilar mavjud. O'sha kirish qatlami, yashirin qatlam hamda chiqish qatlamiga o'sha mantiqan bo'lib olinadi va shu","bir qancha qatlamlarda har bir qatlamda ma'lum bir neyronlar mavjud, ushbu neyronlarda, a-a, bir qancha o'zgaruvchilar mavjud, a-a, o'sha kiruv va kirish qatlami, yashirin qatlam hamda chiqish qatlamiga, a-a, o'sha mantiqan bo'lib olinadi va shu shu",bir qancha qatlamlarda har bir qatlamda ma'lum bir neyronlar mavjud ushbu neyronlarda bir qancha o'zgaruvchilar mavjud o'sha kirish qatlami yashirin qatlam hamda chiqish qatlamiga o'sha mantiqan bo'lib olinadi va shu,bir qancha qatlamlarda har bir qatlamda ma'lum bir neyronlar mavjud ushbu neyronlarda a-a bir qancha o'zgaruvchilar mavjud a-a o'sha kiruv va kirish qatlami yashirin qatlam hamda chiqish qatlamiga a-a o'sha mantiqan bo'lib olinadi va shu shu,0.2,0.7877,19.3866875,"bir qancha qatlamlarda har bir qatlamda ma'lum bir neyronlar mavjud. Ushbu neyronlarda bir qancha o'zgaruvchilar mavjud. O'sha kirish qatlami, yashirin qatlam hamda chiqish qatlamiga o'sha mantiqan bo'lib olinadi va shu"
163,20553.wav,"ideologiyani tushuntirishga harakat qilyapman. Playwright Playwrightni biladiganlar borm? Bu ham testing, faqat endi end-to-end testing.","ideologiyani tushuntirishga harakat qilyapman.
Playwright.
Playwrightni biladiganlar bormi?
Bu ham testing, faqat endi bu end-to-end testing.",ideologiyani tushuntirishga harakat qilyapman playwright playwrightni biladiganlar borm bu ham testing faqat endi end-to-end testing,ideologiyani tushuntirishga harakat qilyapman playwright playwrightni biladiganlar bormi bu ham testing faqat endi bu end-to-end testing,0.1333,0.9851,11.152,"ideologiyani tushuntirishga harakat qilyapman. Playwright Playwrightni biladiganlar bormi? Bu ham testing, faqat bu endi end-to-end testing."
682,00828.wav,"Shu menda ikkita bo'lgan, endi birinchisi oddiy haligi, ikkinchisi shu bo'lgan, endi podrobnostlarni aniq qila olmayman, chunki endi o'zinglar tushunasizlar, endi yo'g'ini shu.","shu menda ikkita bo'lgan, birinchisi oddiy haligi, ikkinchisi shu bo'lgan. Endi podrobnostlarni aniq qila olmayman, chunki endi o'zinglar tushunasizlar buyog'ini shu.",shu menda ikkita bo'lgan endi birinchisi oddiy haligi ikkinchisi shu bo'lgan endi podrobnostlarni aniq qila olmayman chunki endi o'zinglar tushunasizlar endi yo'g'ini shu,shu menda ikkita bo'lgan birinchisi oddiy haligi ikkinchisi shu bo'lgan endi podrobnostlarni aniq qila olmayman chunki endi o'zinglar tushunasizlar buyog'ini shu,0.1304,0.9607,14.5653125,"Shu menda ikkita bo'lgan, endi birinchisi oddiy haligi, ikkinchisi shu bo'lgan, endi podrobnostlarni aniq qila olmayman, chunki endi o'zinglar tushunasizlar, endi buyo'g'ini shu."
526,16201.wav,"Endi LinkedIn sahifani to'g'ri to'ldirish bo'yicha kichik tavsiyalar. Birinchi bo'lib LinkedIn'dan ro'yxatdan o'tganinglarda, LinkedIn'dan ro'yxatdan o'tganinglarda o'zi","Xo'p. Endi, LinkedIn sahifani to'g'ri to'ldirish bo'yicha kichik tavsiyalar. Birinchi bo'lib, LinkedIndan ro'yxatdan o'tganinglarda, LinkedIndan ro'yxatdan o'tganinglarda o'zi,",endi linkedin sahifani to'g'ri to'ldirish bo'yicha kichik tavsiyalar birinchi bo'lib linkedin'dan ro'yxatdan o'tganinglarda linkedin'dan ro'yxatdan o'tganinglarda o'zi,xo'p endi linkedin sahifani to'g'ri to'ldirish bo'yicha kichik tavsiyalar birinchi bo'lib linkedindan ro'yxatdan o'tganinglarda linkedindan ro'yxatdan o'tganinglarda o'zi,0.1765,0.9792,19.504,"Xo'p, endi LinkedIn sahifani to'g'ri to'ldirish bo'yicha kichik tavsiyalar. Birinchi bo'lib LinkedIndan ro'yxatdan o'tganinglarda, LinkedIndan ro'yxatdan o'tganinglarda o'zi"
875,07274.wav,"nima qildi? Chiqdi, tabriklayman, ishga kirding deydi. O'shandan keyin Amazonda nima qilib yubordim? reject qilib yubordimda, Google, Google'da nima qildim? Google tanladim, Google'da boshladim.","nima qildi, chiqdi, tabriklayman ishga kirding deydi. o'shandan keyin Amazonda nima qilib yubordim, reject qilib yubordimda. Google Googleda nima qildim, Google tanlab Googleda boshladim.",nima qildi chiqdi tabriklayman ishga kirding deydi o'shandan keyin amazonda nima qilib yubordim reject qilib yubordimda google google'da nima qildim google tanladim google'da boshladim,nima qildi chiqdi tabriklayman ishga kirding deydi o'shandan keyin amazonda nima qilib yubordim reject qilib yubordimda google googleda nima qildim google tanlab googleda boshladim,0.125,0.9835,18.053375,"nima qildi? Chiqdi, tabriklayman, ishga kirding deydi. O'shandan keyin Amazonda nima qilib yubordim? reject qilib yubordimda, Google, Googleda nima qildim? Google tanladim, Googleda boshladim."
1471,03810.wav,"We can say it literally started in a garage and in California with like a few, you know, tech bros. And then, you know, since then, hamdulillah, like with the barakah, tawfiq of Allah Subhanahu Wa Ta'ala, you know, we got it to the stage that it is right now. Yeah, cool.","a, we can say it literally started in a garage in California with like a few, you know, tech bros. and then, you know, since then Alhamdulillah, like with the baraka of tavfiq of Allah Subhanahu va ta'ala, you know, we got it to the stage that it is right now. Alhamdulillah. Yeah, cool.",we can say it literally started in a garage and in california with like a few you know tech bros and then you know since then hamdulillah like with the barakah tawfiq of allah subhanahu wa ta'ala you know we got it to the stage that it is right now yeah cool,a we can say it literally started in a garage in california with like a few you know tech bros and then you know since then alhamdulillah like with the baraka of tavfiq of allah subhanahu va ta'ala you know we got it to the stage that it is right now alhamdulillah yeah cool,0.1538,0.7368,18.992,
