id,path,duration,type,char_count,word_count,text_spt,text_original,ref_normalized,hyp_normalized,wer,cer,sequence_similarity,ref_word_count,hyp_word_count
275,03720.wav,18.4800625,train,205.0,26.0,"Ya'ni asosiy narsa fokus mashinaga tushyapti, chunki odamlar biladi, qimmat mashinalarni arendaga beradigan, shunaqa servislar, ular yaxshi servis ko'rsatadi va mashinalari ham sifatli bo'ladi degan maqsadda","yaʼni asosiy narsa fokus mashinaga tushyapti, chunki odamlar biladi, qimmat mashinalarni arendaga beradigan shunaqa servislar, ular yaxshi servis koʻrsatadi i mashinalari ham sifatli boʻladi degan maqsadda",ya'ni asosiy narsa fokus mashinaga tushyapti chunki odamlar biladi qimmat mashinalarni arendaga beradigan shunaqa servislar ular yaxshi servis ko'rsatadi va mashinalari ham sifatli bo'ladi degan maqsadda,ya'ni asosiy narsa fokus mashinaga tushyapti chunki odamlar biladi qimmat mashinalarni arendaga beradigan shunaqa servislar ular yaxshi servis ko'rsatadi i mashinalari ham sifatli bo'ladi degan maqsadda,0.0385,0.0099,0.9926,26,26
276,03728.wav,14.1173125,train,112.0,14.0,Keyingi bo'limlarda vaqt yetib berganda nimadan qo'shgan bo'lar edingiz? Shu haqida ham ozgina ma'lumot bersangiz.,keyingi bo'limlarda vaqt yetib berganda nimadan qo'shgan bo'lardingiz? Shu haqida ham ozgina ma'lumot bersangiz.,keyingi bo'limlarda vaqt yetib berganda nimadan qo'shgan bo'lar edingiz shu haqida ham ozgina ma'lumot bersangiz,keyingi bo'limlarda vaqt yetib berganda nimadan qo'shgan bo'lardingiz shu haqida ham ozgina ma'lumot bersangiz,0.1333,0.0179,0.991,15,14
277,03764.wav,19.824,train,325.0,62.0,"figure out how you send audio and chunks and then how you do the chunking for the audio, how you perform the inference on it and then how you send the results back and then how you do that for millions of people all around the world. And so that whole process was very challenging. Initially, I remember I spent like","figure out how you send audio in chunks, and then how you do the chunking for the audio, how you perform the inference on it, and then how you send the results back, and then how you do that for millions of people all around the world. And so, that whole process was very challenging. Initially, I, I remember I spent like...",figure out how you send audio and chunks and then how you do the chunking for the audio how you perform the inference on it and then how you send the results back and then how you do that for millions of people all around the world and so that whole process was very challenging initially i remember i spent like,figure out how you send audio in chunks and then how you do the chunking for the audio how you perform the inference on it and then how you send the results back and then how you do that for millions of people all around the world and so that whole process was very challenging initially i i remember i spent like,0.0328,0.0128,0.9888,61,62
278,03765.wav,13.86,train,145.0,25.0,"Okay, this is follow up questions. So, what's your advice for non-technical people? Yeah. For for for for example, for getting for growing faster.","Okay, this is follow up question, so what's your advice for non-technical people?
Yeah.
For for for example, for getting uh for growing faster uh",okay this is follow up questions so what's your advice for non-technical people yeah for for for for example for getting for growing faster,okay this is follow up question so what's your advice for non-technical people yeah for for for example for getting uh for growing faster uh,0.1667,0.0791,0.9606,24,25
279,03776.wav,16.79,train,174.0,35.0,"talked about the data set collection. This is the most the hardest part of the AI, you know? And I know that the first data collection became in for for example, Muslims","talk about the data set collection. This is the most hardest part of the AI, you know. And uh I know that the first data collection um uh became in for for example Muslims uh",talked about the data set collection this is the most the hardest part of the ai you know and i know that the first data collection became in for for example muslims,talk about the data set collection this is the most hardest part of the ai you know and uh i know that the first data collection um uh became in for for example muslims uh,0.1875,0.1091,0.9464,32,35
280,03778.wav,19.3120625,train,189.0,35.0,"We have some kind of similar thing with students and AI while they are both learns, trains, yes, but fortunately AI learns faster than human, you know? And what do you think about this part?","we have some kind of similar thing with students and AI while they are both learns trains, yes? But fortunately AI learns faster than human, you know? And what do you think about this part?",we have some kind of similar thing with students and ai while they are both learns trains yes but fortunately ai learns faster than human you know and what do you think about this part,we have some kind of similar thing with students and ai while they are both learns trains yes but fortunately ai learns faster than human you know and what do you think about this part,0.0,0.0,1.0,35,35
281,03790.wav,14.277375,train,185.0,37.0,"early on, you're gonna just because you're a first mover, doesn't mean you're gonna be also the first winner. You could be the first loser as well. So, if if you get a head start","early on. Uh you're gonna the just because you're a first mover doesn't mean you're gonna be also the first winner. You could be the first loser as well. So, if if you get a head start,",early on you're gonna just because you're a first mover doesn't mean you're gonna be also the first winner you could be the first loser as well so if if you get a head start,early on uh you're gonna the just because you're a first mover doesn't mean you're gonna be also the first winner you could be the first loser as well so if if you get a head start,0.0571,0.0405,0.9802,35,37
282,03795.wav,8.581375,train,124.0,22.0,basic building blocks that I learned about from before. So I think that's that's pretty helpful. The second thing is also,basic building blocks that I learned about from before. so I think that's that's pretty helpful. Um the second thing is also,basic building blocks that i learned about from before so i think that's that's pretty helpful the second thing is also,basic building blocks that i learned about from before so i think that's that's pretty helpful um the second thing is also,0.0476,0.0252,0.9876,21,22
283,03828.wav,9.2,train,147.0,16.0,"Shunday ekan. O'ylaymanki, bugungi video sizlarga tushunarli bo'ldi. Testlash bo'yicha o'zingizda kerakli tushunchalar hosil bo'ldi. Ko'rishguncha.","shunday ekan. O'ylaymanki, bugungi video sizlarga tushunarli bo'ldi. Testlash bo'yicha o'zingizda kerakli tushunchalar hosil bo'ldi. Ko'rishguncha.",shunday ekan o'ylaymanki bugungi video sizlarga tushunarli bo'ldi testlash bo'yicha o'zingizda kerakli tushunchalar hosil bo'ldi ko'rishguncha,shunday ekan o'ylaymanki bugungi video sizlarga tushunarli bo'ldi testlash bo'yicha o'zingizda kerakli tushunchalar hosil bo'ldi ko'rishguncha,0.0,0.0,1.0,16,16
284,03834.wav,13.0186875,train,128.0,19.0,Mana shu oxirgi bizdagi slaydga men o'sha ISTQB bo'yicha tarifni qo'shib qo'ydim. Ya'ni u tarif bo'yicha testlash nima degani?,mana shu oxirgi bizdagi slaydga men o'sha ISTQB bo'yicha ta'rifni qo'shib qo'ydim. ya'ni u ta'rif bo'yicha testlash nima degani?,mana shu oxirgi bizdagi slaydga men o'sha istqb bo'yicha tarifni qo'shib qo'ydim ya'ni u tarif bo'yicha testlash nima degani,mana shu oxirgi bizdagi slaydga men o'sha istqb bo'yicha ta'rifni qo'shib qo'ydim ya'ni u ta'rif bo'yicha testlash nima degani,0.1053,0.0161,0.992,19,19
285,03843.wav,16.7335,train,238.0,29.0,"lekin o'rta me'yorda bilishinglar kerak bo'ladi, ya'ni variable'lar, qanaqa variable ochiladi, bazaviy operatsiyalar, loop, if, else, when shunga o'xshagan, pointer qanaqa ishlaydi C++ da shu narsani sizlar bilishinglar kerak bo'ladi.","lekin o'rta me'yorda bilishinglar kerak bo'ladi. Ya'ni variablelar, qanaqa variable ochilinadi, bazaviy operatsiyalar, loop, if, else, when, shunga o'xshagan pointer qanaqa ishlaydi, C++da shu narsalarni sizlar bilishinglar kerak bo'ladi.",lekin o'rta me'yorda bilishinglar kerak bo'ladi ya'ni variable'lar qanaqa variable ochiladi bazaviy operatsiyalar loop if else when shunga o'xshagan pointer qanaqa ishlaydi c++ da shu narsani sizlar bilishinglar kerak bo'ladi,lekin o'rta me'yorda bilishinglar kerak bo'ladi ya'ni variablelar qanaqa variable ochilinadi bazaviy operatsiyalar loop if else when shunga o'xshagan pointer qanaqa ishlaydi c++da shu narsalarni sizlar bilishinglar kerak bo'ladi,0.1667,0.0311,0.9845,30,29
286,03845.wav,12.9866875,train,198.0,28.0,"Video dars deganda, masalan bor iOS bo'yicha, masalan, pointer free bor, object IO bor. Endi agar pullaringiz juda ham ko'p bo'lsa, anaqanikini sotib olinglar, essential developernikini sotib olinglar.","video dars deganda masalan bor iOS bo'yicha masalan pointer free bor, object IO bor. Endi agar pullaringiz judayam ko'p bo'lsa, anaqanikini sotib olinglar, essential developer nikini sotib olinglar.",video dars deganda masalan bor ios bo'yicha masalan pointer free bor object io bor endi agar pullaringiz juda ham ko'p bo'lsa anaqanikini sotib olinglar essential developernikini sotib olinglar,video dars deganda masalan bor ios bo'yicha masalan pointer free bor object io bor endi agar pullaringiz judayam ko'p bo'lsa anaqanikini sotib olinglar essential developer nikini sotib olinglar,0.1429,0.0155,0.9896,28,28
287,03846.wav,12.581375,train,160.0,22.0,"Men oxirgi maslahat beradigan narsam, men juda ko'p uchrayotgan yomon narsalardan bittasi, bu juniorlar qanaqa qilib ishga kirish mumkin degan narsa bo'ladida.","man oxirgi maslahat beradigan narsam, man juda ko'p uchrayotgan yomon narsalardan bittasi, bu juniorlar qanaqa qilib ishga kirish mumkin degan narsa bo'ladi-da.",men oxirgi maslahat beradigan narsam men juda ko'p uchrayotgan yomon narsalardan bittasi bu juniorlar qanaqa qilib ishga kirish mumkin degan narsa bo'ladida,man oxirgi maslahat beradigan narsam man juda ko'p uchrayotgan yomon narsalardan bittasi bu juniorlar qanaqa qilib ishga kirish mumkin degan narsa bo'ladi-da,0.1364,0.0192,0.984,22,22
288,03855.wav,18.853375,train,286.0,41.0,"Xo'p, bugun biz sizlar bilan NLP, Python, keyin oxirida shu Mohir AI loyihamiz haqida gaplashib o'tamiz. Xo'p, hozir hammamizga tanish Botir aka Ziyodov ham, Anvar aka ham boshida gaplashib o'tdilar. NLP ni rivojlanishini ko'rsatib o'tdilar, ya'ni ChatGPT misolida ko'rib o'tdik. Xo'p.","Xo'p, bugun biz sizlar bilan NLP, Python, keyin oxirida shu Mohir AI loyihamiz haqida gaplashib o'tamiz. Xo'p, hozir hammamizga tanish, Botir aka Ziyadov ham, Anvar aka ham boshida gaplashib o'tdilar. NLPni rivojlanishini ko'rsatib o'tdilar, ya'ni Chat GPT misolida ko'rib o'tdik. Xo'p,",xo'p bugun biz sizlar bilan nlp python keyin oxirida shu mohir ai loyihamiz haqida gaplashib o'tamiz xo'p hozir hammamizga tanish botir aka ziyodov ham anvar aka ham boshida gaplashib o'tdilar nlp ni rivojlanishini ko'rsatib o'tdilar ya'ni chatgpt misolida ko'rib o'tdik xo'p,xo'p bugun biz sizlar bilan nlp python keyin oxirida shu mohir ai loyihamiz haqida gaplashib o'tamiz xo'p hozir hammamizga tanish botir aka ziyadov ham anvar aka ham boshida gaplashib o'tdilar nlpni rivojlanishini ko'rsatib o'tdilar ya'ni chat gpt misolida ko'rib o'tdik xo'p,0.122,0.0109,0.88,41,41
289,03873.wav,10.7786875,train,130.0,16.0,turib ularni audiosini o'chirib tashlashga majbur bo'lamiz. Shunda mana sizlarga ko'rayotganinglarda wave form bor tepada.,"lab turib, ularni audiosini o'chirib tashlashimga majbur bo'lamiz. Shunda mana sizlarga ko'rayotganinglardek wave form bor tepada.",turib ularni audiosini o'chirib tashlashga majbur bo'lamiz shunda mana sizlarga ko'rayotganinglarda wave form bor tepada,lab turib ularni audiosini o'chirib tashlashimga majbur bo'lamiz shunda mana sizlarga ko'rayotganinglardek wave form bor tepada,0.2,0.0667,0.9636,15,16
290,03879.wav,14.309375,train,176.0,21.0,"vice versa teskarisiga xuddi shu kommentni endi outputga o'tkazamiz, kodni inputga o'tkazamiz. Shu orqali o'rganilgan bo'ladi. Hop, mikrofon ishlamayaptimi, ishladi?","ya'ni vice versa, teskarisiga. Xuddi shu kommentni endi outputga o'tkazamiz, kodni inputga o'tkazamiz. Shu orqali o'rganilgan bo'ladi. Xo'p, mikrofon ishlamayaptimi, ishladimi?",vice versa teskarisiga xuddi shu kommentni endi outputga o'tkazamiz kodni inputga o'tkazamiz shu orqali o'rganilgan bo'ladi hop mikrofon ishlamayaptimi ishladi,ya'ni vice versa teskarisiga xuddi shu kommentni endi outputga o'tkazamiz kodni inputga o'tkazamiz shu orqali o'rganilgan bo'ladi xo'p mikrofon ishlamayaptimi ishladimi,0.15,0.0629,0.9664,20,21
291,03894.wav,19.173375,train,235.0,33.0,"qaysi model, qanaqa natija berildi, shuni xudo xohlasa e'lon qilamiz. Xo'p, endi hozirgi kunda mavjud, ya'ni rejada bor mahsulotlarimiz, bular hammasi hozir ichki test rejimda ishlab turibdi, hozir demo sifatida ham ko'ramiz.","qaysi model qanaqa natija berildi, shunaqa xudo xohlasa eʼlon qilamiz. Xoʻp, endi hozirgi kunda mavjud, yaʼni rejada bor mahsulotlarimiz. Bular hammasi hozir ichki test testoviy rejimda ishlab turibdi. Hozir demo sifatida ham koʻramiz.",qaysi model qanaqa natija berildi shuni xudo xohlasa e'lon qilamiz xo'p endi hozirgi kunda mavjud ya'ni rejada bor mahsulotlarimiz bular hammasi hozir ichki test rejimda ishlab turibdi hozir demo sifatida ham ko'ramiz,qaysi model qanaqa natija berildi shunaqa xudo xohlasa e'lon qilamiz xo'p endi hozirgi kunda mavjud ya'ni rejada bor mahsulotlarimiz bular hammasi hozir ichki test testoviy rejimda ishlab turibdi hozir demo sifatida ham ko'ramiz,0.0625,0.0553,0.9708,32,33
292,03901.wav,15.941375,train,248.0,38.0,"milliard dollar AQsh hisoblanadi. Xuddi shunday kontekst agar hozir bu hech qancha pul emas, aynan katta-katta unday katta deb oddiy kichkina startaplar uchun uncha katta pul emas. Lekin aynan u davrda bu juda ham katta pul hisoblanadi.","milliard dollar AQSh hisoblanadi. Xuddi shunday kontekstda agar hozir bu hech qancha pul emas, aynan katta-katta undan keyin katta debman, oddiy kichkina startaplar uchun uncha katta pul emas. Lekin aynan u davrda bu juda ham katta pul hisoblanadi.",milliard dollar aqsh hisoblanadi xuddi shunday kontekst agar hozir bu hech qancha pul emas aynan katta-katta unday katta deb oddiy kichkina startaplar uchun uncha katta pul emas lekin aynan u davrda bu juda ham katta pul hisoblanadi,milliard dollar aqsh hisoblanadi xuddi shunday kontekstda agar hozir bu hech qancha pul emas aynan katta-katta undan keyin katta debman oddiy kichkina startaplar uchun uncha katta pul emas lekin aynan u davrda bu juda ham katta pul hisoblanadi,0.1081,0.0474,0.9305,37,38
293,03934.wav,18.96,train,242.0,30.0,"holatda bo'ladigan bo'lsa, bu mobile qurilmalar hisoblanadi. Aynan shularda muammolarni yechadigan dasturlash tillari paydo bo'ladi, ya'ni bular Java bo'lishi mumkin, iOSda Swift yoki Objective-C undan oldingi va hokazo shunaqa ko'rinishda.","holatda bo'ladigan bo'lsa, bu mobile qurilmalar hisoblanadi. Aynan shularni muammolarini yechadigan dasturlash tillari paydo bo'ladi, ya'ni bular Java bo'lishi mumkin, iOSda Swift yoki Objective-C undan oldingi va hokazo, shunaqa ko'rinishda.",holatda bo'ladigan bo'lsa bu mobile qurilmalar hisoblanadi aynan shularda muammolarni yechadigan dasturlash tillari paydo bo'ladi ya'ni bular java bo'lishi mumkin iosda swift yoki objective-c undan oldingi va hokazo shunaqa ko'rinishda,holatda bo'ladigan bo'lsa bu mobile qurilmalar hisoblanadi aynan shularni muammolarini yechadigan dasturlash tillari paydo bo'ladi ya'ni bular java bo'lishi mumkin iosda swift yoki objective-c undan oldingi va hokazo shunaqa ko'rinishda,0.0667,0.0128,0.9469,30,30
294,03938.wav,15.515375,train,158.0,20.0,"buyruqlarni ko'rsatib o'taman. Birinchi buyruqqa e'tibor beringlar. Ya'ni menga Python orqali biror bir saytni, saytni Python orqali arxitektura","komanda buyruqlarni ko'rsatib o'taman. Birinchi buyruqqa e'tibor beringlar. ya'ni manga Python orqali biror bir dast saytni, saytni, Python orqali arxitektura",buyruqlarni ko'rsatib o'taman birinchi buyruqqa e'tibor beringlar ya'ni menga python orqali biror bir saytni saytni python orqali arxitektura,komanda buyruqlarni ko'rsatib o'taman birinchi buyruqqa e'tibor beringlar ya'ni manga python orqali biror bir dast saytni saytni python orqali arxitektura,0.1667,0.0993,0.9492,18,20
295,03940.wav,16.88,train,199.0,28.0,"Programma qilish mumkin, lekin uni yaxshi sota olmasligi mumkin. Shuning uchun har doim komandada biznes tomondan yaxshi tushunadigan inson bo'lishi kerak va bu ishni dasturchi qilishi juda qiyin.","programma qilishi mumkin, lekin uni yaxshi sota olmasligi mumkin. Shuning uchun, har doim komandada biznes tomondan yaxshi tushunadigan inson bo'lishi kerak va bu ishni programmist qilish juda qiyin.",programma qilish mumkin lekin uni yaxshi sota olmasligi mumkin shuning uchun har doim komandada biznes tomondan yaxshi tushunadigan inson bo'lishi kerak va bu ishni dasturchi qilishi juda qiyin,programma qilishi mumkin lekin uni yaxshi sota olmasligi mumkin shuning uchun har doim komandada biznes tomondan yaxshi tushunadigan inson bo'lishi kerak va bu ishni programmist qilish juda qiyin,0.1071,0.0622,0.9588,28,28
296,03946.wav,13.989375,train,214.0,28.0,"masalan, oddiy rentgen rasmlari minglab rasmlar bor. Pnevmoniya uchun alohida yig'ilgan datalar bor, yoki masalan, ko'z kasalliklari bor. Ko'z kasalliklari uchun alohida yig'ilgan datasetlar bor.","kirsangiz, masalan, oddiy mana rengen rasmlari ham minglab rasmlar bor. Pnevmoniya uchun alohida yigʻilgan datalar bor. Yoki masalan, koʻz kasalliklari bor. Koʻz kasalliklari uchun alohida yigʻilgan datasetlar bor.",masalan oddiy rentgen rasmlari minglab rasmlar bor pnevmoniya uchun alohida yig'ilgan datalar bor yoki masalan ko'z kasalliklari bor ko'z kasalliklari uchun alohida yig'ilgan datasetlar bor,kirsangiz masalan oddiy mana rengen rasmlari ham minglab rasmlar bor pnevmoniya uchun alohida yig'ilgan datalar bor yoki masalan ko'z kasalliklari bor ko'z kasalliklari uchun alohida yig'ilgan datasetlar bor,0.16,0.1058,0.1566,25,28
297,03959.wav,17.8720625,train,307.0,39.0,"Internetdagi tayyor masalalarini qidiring. Mana shu joyda ham, masalan, ko'pchilik so'raydi, menga yozishadi, sizning kitobingizdagi masalalar kamlik qilyapti deydi. Albatta kamlik qiladi, chunki bu kitob bu, uning ichiga masalan, minglab masalalar tiqa olmaysiz. Internetga kirsangiz, hozir millionlab masalalar bor.","internetdagi tayyor masalalarni qidiring. Mana shu joyda ham masalan koʻpchilik soʻraydi, menga yozishadi, sizni kitobingizdagi masalalar kamlik qilyapti deydi. Albatta kamlik qiladi, chunki bu kitob bu, buni ichiga masalan minglab masala tiqa olmaysiz. Internetga kirsangiz, hozir millionlab masalalar bor.",internetdagi tayyor masalalarini qidiring mana shu joyda ham masalan ko'pchilik so'raydi menga yozishadi sizning kitobingizdagi masalalar kamlik qilyapti deydi albatta kamlik qiladi chunki bu kitob bu uning ichiga masalan minglab masalalar tiqa olmaysiz internetga kirsangiz hozir millionlab masalalar bor,internetdagi tayyor masalalarni qidiring mana shu joyda ham masalan ko'pchilik so'raydi menga yozishadi sizni kitobingizdagi masalalar kamlik qilyapti deydi albatta kamlik qiladi chunki bu kitob bu buni ichiga masalan minglab masala tiqa olmaysiz internetga kirsangiz hozir millionlab masalalar bor,0.1026,0.0295,0.7562,39,39
298,03975.wav,14.5973125,train,124.0,18.0,"Hop, hop, mana endi speech to textni hozir bizaniki yuqori aniqlikda deb aytayapmiz. Yuqori aniqlikda nimani hisobiga? Bu","Hop. Hop, mana endi speech to textni hozir bizarniki yuqori aniqlikda deb aytyapmiz-da. Yuqori aniqlikda nimani hisobiga? Bu",hop hop mana endi speech to textni hozir bizaniki yuqori aniqlikda deb aytayapmiz yuqori aniqlikda nimani hisobiga bu,hop hop mana endi speech to textni hozir bizarniki yuqori aniqlikda deb aytyapmiz-da yuqori aniqlikda nimani hisobiga bu,0.1111,0.0427,0.9789,18,18
299,03979.wav,17.8186875,train,286.0,38.0,"bo'lsak, ya'ni bu yerda aynan bu savolga javob berish uchun research qilib ko'rdim hozir ko'raman. Buni tushunish uchun o'zi umuman olganda dasturlash tillari nima uchun rivojlangan, qanday kelib chiqish tarixi haqida qisqacha to'xtalib o'taman. Qisqacha o'zimni tanishtiradigan bo'lsam,","bo'lsak, ya'ni bu yerda aynan bu savolga javob berish uchun research qilib ko'rdim, hozir ko'raman. Buni tushunish uchun o'zi umuman olganda dasturlash tillari nima uchun rivojlangan, qanday kelib chiqish tarixi haqida qisqacha to'xtalib o'taman. Qisqacha o'zim tanishtiradigan bo'lsam,",bo'lsak ya'ni bu yerda aynan bu savolga javob berish uchun research qilib ko'rdim hozir ko'raman buni tushunish uchun o'zi umuman olganda dasturlash tillari nima uchun rivojlangan qanday kelib chiqish tarixi haqida qisqacha to'xtalib o'taman qisqacha o'zimni tanishtiradigan bo'lsam,bo'lsak ya'ni bu yerda aynan bu savolga javob berish uchun research qilib ko'rdim hozir ko'raman buni tushunish uchun o'zi umuman olganda dasturlash tillari nima uchun rivojlangan qanday kelib chiqish tarixi haqida qisqacha to'xtalib o'taman qisqacha o'zim tanishtiradigan bo'lsam,0.0263,0.0071,0.911,38,38
300,03982.wav,18.41,train,341.0,43.0,"o'zgaruvchilar bilan tanishdim. Bular hammasi barcha dasturlash tillari uchun universal. Bu tushunchalarni bilishingiz kerak. Shuning uchun ba'zida ko'pchilik hayron bo'ladi. Bizga deydi, TATUda C dasturlash tilini o'rgatyapti deydi. Bu kerak emas-ku deydi. Unaqa emas. C dasturlash tili yordamida sizlarga dasturlash asoslarini o'rgatishyapti.",o'sha sizlar bilan tanishdim. Bular hammasi barcha dasturlash tillari uchun universal. Bu tushunchalarni bilishingiz kerak. Shuning uchun ba'zida ko'pchilik hayron bo'ladi. bizga deydi Tatuda C dasturlash tilini o'rgatyapti deydi. Bu kerak emas-ku deydi. Unaqa emas. C dasturlash tili yordamida sizlarga dasturlash asoslarini o'rgatishyapti.,o'zgaruvchilar bilan tanishdim bular hammasi barcha dasturlash tillari uchun universal bu tushunchalarni bilishingiz kerak shuning uchun ba'zida ko'pchilik hayron bo'ladi bizga deydi tatuda c dasturlash tilini o'rgatyapti deydi bu kerak emas-ku deydi unaqa emas c dasturlash tili yordamida sizlarga dasturlash asoslarini o'rgatishyapti,o'sha sizlar bilan tanishdim bular hammasi barcha dasturlash tillari uchun universal bu tushunchalarni bilishingiz kerak shuning uchun ba'zida ko'pchilik hayron bo'ladi bizga deydi tatuda c dasturlash tilini o'rgatyapti deydi bu kerak emas-ku deydi unaqa emas c dasturlash tili yordamida sizlarga dasturlash asoslarini o'rgatishyapti,0.0476,0.0239,0.7695,42,43
301,03984.wav,15.45,train,205.0,26.0,"ko'rayotganinglardek, bu endi ingliz tilidagi videoni o'zbekchaga, ya'ni o'zimizni mohir ovozimiz orqali o'zbekchada dublyaj qilib berdi. Bu ham ancha qulaylik yaratadi. Kontent kreatorlar uchun ham, ya'ni","Ko'rayotganinglardek, bu endi ingliz tilidagi videoni o'zbekchaga, ya'ni o'zimizni noxir ovozimiz orqali o'zbekchada dublyaj qilib berdi. Bu ham ancha qulaylik yaratadi. kontent creatorlar uchun ham, ya'ni",ko'rayotganinglardek bu endi ingliz tilidagi videoni o'zbekchaga ya'ni o'zimizni mohir ovozimiz orqali o'zbekchada dublyaj qilib berdi bu ham ancha qulaylik yaratadi kontent kreatorlar uchun ham ya'ni,ko'rayotganinglardek bu endi ingliz tilidagi videoni o'zbekchaga ya'ni o'zimizni noxir ovozimiz orqali o'zbekchada dublyaj qilib berdi bu ham ancha qulaylik yaratadi kontent creatorlar uchun ham ya'ni,0.0769,0.015,0.855,26,26
302,03992.wav,9.7226875,train,77.0,8.0,"Unga quyidagicha savolni berdim. Bilasanmi, men dasturlashni o'rganmoqchiman.","unga quyidagicha savolni berdim. Bilasanmi, men dasturlashni o'rganmoqchiman.",unga quyidagicha savolni berdim bilasanmi men dasturlashni o'rganmoqchiman,unga quyidagicha savolni berdim bilasanmi men dasturlashni o'rganmoqchiman,0.0,0.0,1.0,8,8
303,03993.wav,15.92,train,208.0,29.0,"Endi umuman hozirgidek yana bir ikkita bolalar kelib, bizlar o'rgandik, mana shunaqa, mana shunaqa jarayonga yetib keldik. Mana oldin o'zimni ham o'quv markazim bo'lgan, oldin o'quv markazimda bolalar o'qirdi.","endi
umuman hozirginda yana bir ikkita bolalar kelib, bizlar o'rgandik, mana shunaqa mana shunaqa jarayonga yetib keldik. Meni oldin o'zimni ham o'quv markazim bo'lgan, oldin o'quv markazimda bolalar o'qirdi.",endi umuman hozirgidek yana bir ikkita bolalar kelib bizlar o'rgandik mana shunaqa mana shunaqa jarayonga yetib keldik mana oldin o'zimni ham o'quv markazim bo'lgan oldin o'quv markazimda bolalar o'qirdi,endi umuman hozirginda yana bir ikkita bolalar kelib bizlar o'rgandik mana shunaqa mana shunaqa jarayonga yetib keldik meni oldin o'zimni ham o'quv markazim bo'lgan oldin o'quv markazimda bolalar o'qirdi,0.069,0.0246,0.9704,29,29
304,04010.wav,10.0106875,train,91.0,10.0,"Assalomu alaykum hurmatli mehmonlar, bugun sizlarni ko'rib turganimdan juda ham xursandmiz.","Assalomu alaykum, hurmatli mehmonlar. Bugun sizlarni ko'rib turganimdan judayam xursandmiz.",assalomu alaykum hurmatli mehmonlar bugun sizlarni ko'rib turganimdan juda ham xursandmiz,assalomu alaykum hurmatli mehmonlar bugun sizlarni ko'rib turganimdan judayam xursandmiz,0.1818,0.0225,0.9831,11,10
305,04018.wav,10.4726875,train,162.0,22.0,"testlash va debugging bu juda ham muhim, bu har bitta dasturchi bilishi kerak bo'lgan narsa. Dastur yozdingizmi? Bu dasturingizga test yozishni bilishingiz kerak.","testlash va debugging, bu judayam muhim. Bu har bitta dasturchi bilishi kerak bo'lgan narsa. Dastur yozdingizmi? Bu dasturingizga test yozishni bilishingiz kerak.",testlash va debugging bu juda ham muhim bu har bitta dasturchi bilishi kerak bo'lgan narsa dastur yozdingizmi bu dasturingizga test yozishni bilishingiz kerak,testlash va debugging bu judayam muhim bu har bitta dasturchi bilishi kerak bo'lgan narsa dastur yozdingizmi bu dasturingizga test yozishni bilishingiz kerak,0.087,0.0127,0.9905,23,22
306,04064.wav,13.6586875,train,182.0,29.0,"harflar boshqa harflarga o'zgarib ketgan bo'lishi mumkin. O'shalarni to'g'irlab, to'g'ri replace qilish kerak. Ya'ni A ni A ga, G ni G ga emasda, to'g'ri o'zini case by case ko'rib","harflar boshqa harflarga o'zgarib ketgan bo'lishi mumkin. O'shalarni to'g'irlab, to'g'ri replace qilish kerak. Ya'ni A ni A ga, G ni G ga emas-da, to'g'ri o'zini case by case ko'rib,",harflar boshqa harflarga o'zgarib ketgan bo'lishi mumkin o'shalarni to'g'irlab to'g'ri replace qilish kerak ya'ni a ni a ga g ni g ga emasda to'g'ri o'zini case by case ko'rib,harflar boshqa harflarga o'zgarib ketgan bo'lishi mumkin o'shalarni to'g'irlab to'g'ri replace qilish kerak ya'ni a ni a ga g ni g ga emas-da to'g'ri o'zini case by case ko'rib,0.0345,0.0057,0.9972,29,29
307,04076.wav,9.157375,train,105.0,16.0,videosini olishi mumkin. I biz u audio va tekstlarni yana modelni qayta train qildirish uchun ishlatamiz.,videosini olishi mumkin. i bizlar u audio va tekstlarni yana modelni qayta train qilish uchun ishlatamiz.,videosini olishi mumkin i biz u audio va tekstlarni yana modelni qayta train qildirish uchun ishlatamiz,videosini olishi mumkin i bizlar u audio va tekstlarni yana modelni qayta train qilish uchun ishlatamiz,0.125,0.0583,0.9709,16,16
308,04077.wav,12.965375,train,119.0,15.0,Ikkitasida har xil vaziyat bor. Men imkon qadar ularga to'g'ri tushuntirishga harakat qilardim. Imkoniyatlar berilardi.,ikkittasida har xil vaziyat bor. Men imkon qadar iloji to'g'ri tushuntirishga harakat qilardim. imkoniyatlar berilardi.,ikkitasida har xil vaziyat bor men imkon qadar ularga to'g'ri tushuntirishga harakat qilardim imkoniyatlar berilardi,ikkittasida har xil vaziyat bor men imkon qadar iloji to'g'ri tushuntirishga harakat qilardim imkoniyatlar berilardi,0.1333,0.0517,0.9569,15,15
