id,path,predicted_sentence,error_message,error_type
583,00004445.wav,Bu hammasini jarayonni ichida qaynab turibman men hozir.,,
584,00004454.wav,Rahmat berib o'tgan fikrlaringiz va ma'lumotlaringiz uchun albatta,,
585,00004427.wav,"qolmasligi uchun boshqa davlatlar ham yoki boshqa organizatsiyalar ham shu kuchga ega bo'lishligi uchun harakat qilish kerak. Shu bilan balansni bir-biri bilan ushlab tura oladi. Xuddiki, hozir Rossiya va Amerika yadroviy qurol bilan bir-birini ushlab turgani kabi.",,
586,00004447.wav,"nazarimda bu narsalar hukumat idoralari tomonidan qat'iy-qat'iy nazoratga olinishi shart, nazoratga olinishi shart.",,
587,00004449.wav,Muammolar bu yerning o'zida ham qalashib yotibdi.,,
588,00004430.wav,"Duo talab ekan bu. Nima deydi? U kasalxonaga kelguncha ehtiyotini qilib oldindan shu urologlardan maslahatlarini olib dorilarni iste'mol qilishni boshlaganim. Lekin bu maslahatni ola olmaganlar qancha. Endi berilyapti, tushunyapsizmi? Endi pikka chiqib bo'lganda berilyapti bu narsa.",,
589,00004457.wav,"larimizga avval boshidan 1000 rahmat aytaman. Shifokorlarimizga bu yerda xizmat qilayotgan, ularni boshida turib ularni ezayotganlariga emas.",,
590,00004455.wav,"Bular haligi o'zlari oldin menimcha bir to'xtamga kelib olishdi, pikka chiqdimi, ikkinchi to'lqin boshlandimi, birinchi to'lqinni tugatdikmi?",,
591,00004477.wav,"Bir necha yildirki, issiqxonachilikni rivojlantirish kerakligi aytiladi. Issiqxonalar bozorlarimizni to'rt faslda ham to'kin bo'lishini ta'minlashga xizmat qiladigan omillardan biri. Lekin havo harorati tushib ketishi bilan issiqxona egalarining holiga maymunlar yig'laydi.",,
592,00004461.wav,"bilan muloqot qilib, men endi haqiqiy buni ildiziga tushdim deb o'zimni ayta olaman.",,
593,00004488.wav,"Issiqxona egasi 1 milliard 200 million so'mdan ortiq zarar ko'rdi. Xalq dasturxoniga borishi mumkin bo'lgan shuncha mahsulot yakson bo'ldi. Bu kamida vaziyatni tushunmaslik, oddiy tahlilni da qila olmaslik, insofsizlarcha yondashish deyiladi.",,
594,00004540.wav,abituriyentlarga berishlari mumkin o'ziga.,,
595,00004482.wav,O'lkamizda 10-14 dekabr kunlari oralig'ida ob-havo keskin sovidi. Ba'zi hududlarda kechqurun -20 darajagacha sovidi. Bunday harorat issiqxonalar uchun ko'pgina noqulayliklarga sabab bo'ldi va bo'lyapti.,,
596,00004499.wav,Chili va Argentina o'rtasida joylashgan Paso de los Caracoles dovonidan o'tgan yo'l dunyodagi eng xavfli yo'llardan biri hisoblanadi. Bu yerda Xitoy va Tayvandagi kabi tog' qoyalarini yo'nib yo'l ochishmagan.,,
597,00004574.wav,paytda ijro etiladi va ko'zlangan maqsad,,
598,00004530.wav,degan savol tug'ildi ko'pchilikda. To'g'ri ijtimoiy tarmoqlarda axborot xuruji sifatida aynan yangi vazirimizni shaxsiyati bilan bog'liq ko'p noxush xabarlar tarqatilyapti.,,
599,00004527.wav,yil aynan ikkinchi semestrda o'qishni boshlaydi va kelasi yil faqatgina ikkinchi semestr uchun to'lov kontraktini amalga oshiriladi degani bu.,,
600,00004536.wav,mashg'ulotlar va mashqlar dasturlari tizimli ishlab chiqarilmaganligi bu sohaga katta e'tibor qaratishga majbur bo'linmoqda.,,
601,00004510.wav,zanjarlari ikkinchi tomondan tik jarlik. Bunday joylarda tor yo'llardan mashina boshqarib o'tishga har qanday haydovchida jasorat topilmaydi. Haydovchilar uchun hayot va mamot to'qnashuvi. Dunyodagi eng xavfli yo'llar qayerlarda joylashgan bilasizmi?,,
602,00004621.wav,gumon qilinganda kirib kelganda qanaqa taktikani amalga oshirish haqida qo'llanma mavjud.,,
603,00004543.wav,"sodir qilayotganda kelib-ketish vositasi sifatida o'sha mashinadan foydalandi, lekin u mashina qo'shnisi, aytaylik bir toshmatakaniki. Endilikda toshmatakaning mashinasi musodara etilmaydi.",,
604,00004619.wav,"tibbiyot tizimi ham sanitariya epidemiologiya xizmati ham bu infeksiyani qanaqa xislatlari, qanaqa aytaylik o'ziga xos jihatlari borligini bilmasdik.",,
605,00004639.wav,huquqi cheklangan shaxslar ro'yxati bo'lmaydi.,,
606,00004626.wav,"Biz hozir koronavirusga qarshi emlanishni ixtiyoriy amalga oshirishga to'xtamga kelganmiz. Demak, kimki koronavirusga qarshi emlanish istagi bo'lsa, vaktsina bor.",,
607,00004622.wav,"emlash bilan qamrab olish uchun ketadigan vaksinani 20% ni COVAX jamg'armasi xalqaro o'sha koronavirusga qarshi jamg'arma hisobidan mablag' to'landi, vaktsina olib kelindi. Qolgan qismidagi vaksinani davlat",,
608,00004645.wav,"be'tibor bo'lmang, izohlarda faol bo'ling, Qalampirni kuzatishda davom eting.",,
609,00004638.wav,"ning raisi va rais o'rinbosarlari, markaziy saylov komissiyasining raisi, bosh prokuror lavozimlari.",,
610,00004674.wav,"boramiz kursdan kelib, biz hozir o'quvchimiz. Boshqa qiladigan ishimiz yo'q. Ish vaqtida ishlash kerak dedilar. Yo'q.",,
611,00004657.wav,,,
612,00004631.wav,"Hozir agar kimdir koronavirus og'irroq kechayapti yoki bo'lmasa koronavirusdan o'limlar mavjud degan ma'lumotni tarqatayotgan bo'lsa, bu noto'g'ri ma'lumot. Negaki, koronavirus o'zingizni xabaringiz bor, aytaylik, keyingi paytlarda avval ham",,
613,00004624.wav,o'rtacha har kuni 15 ta 20 ta ba'zi holatlarda 30 tagacha bemor qayd etilyapti faqat yengil holatda lekin koronavirus tufayli vafot etgan odamlarni umumiy soni 1637 nafarda turibdi,,
614,00004681.wav,qanaqa qilib eplasa bo'ladi? Biz hozir o'quvchimiz. Boshqa qiladigan ishimiz yo'q. Ish vaqtida ishlash kerak dedilar. Yo'q. Faqat o'qish hozir bizning oldimizda eng katta vazifamiz.,,
615,00004680.wav,keragi yo'q deb o'ylayman. Shuning uchun o'sha 10-11 sinfda ikki yil hech bo'lmaganda o'zining sohasi bo'yicha yo'nalishi bo'yicha fanlarni o'qitilishini 18 ta fan,,
616,00004667.wav,"shug'ullan siz shug'ullan siz umuman kuningizni qanday rejalashtirgansiz shu bo'yicha ham gaplashaylikda. Men bir kunda ingliz tiliga bir 4 soat vaqt ajratardim. Chunki ko'pchilik aytadiki, 5 soat, 6 soat, 8 soat ingliz tili bilan shug'ullanish kerak. Yo'q bu noto'g'ri, chunki",,
617,00004702.wav,Endi 8 dan keyin o'sha bolalarni o'zini sohasiga qarab taqsimlash kerak.,,
618,00004711.wav,"Yo'q yo'q, ya'ni meni javobim qanaqa bo'lardi?",,
619,00004687.wav,"11-sinfda tahsil olaman. Yaqindagina Avstraliyaning SPG University of Australia universitetiga muddatdan oldin qabul qilindim. Bundan tashqari, kelasi haftada yana bir uchta universitetdan offerni kutib turibman.",,
620,00004705.wav,"keyin 6-sinfdagi hammani o'zini maqsadi bor, oldin aytib o'tdim. 7-klassdan keyin yoki 8-klassdan o'zimizni napravleniyani ushlab, shu to'rtta yoki uchta fanni ushlab",,
621,00004708.wav,"Demak, dastavval bugungi qahramonlarimiz bilan tanishib olsak, marhamat, siz birinchi o'zingizni tanishtiring. Avvalambor, assalomu alaykum. Men Amirov Maqsudjon, Chust tumanidagi 3-maktabning 11-sinf o'quvchiman. Hozirda men Amerikaning beshta universitetlariga muddatdan oldin o'qishga qabul qilindim.",,
622,00004728.wav,"Mana shu bo'yicha hozirgi bu yilgi test sinovlariga tayyorgarlik ketyapti. Yana bir yangi, bu yengillik emas, bu oliy ta'lim muassasalarida o'tgan yili ham qayd etildi. Abituriyent uchta yo'nalish bo'yicha, uchta tanlovda ishtirok etishi mumkin. Uchta yo'nalish bo'yicha.",,
623,00004719.wav,"Endi bu agar abituriyent avvalgi yilda bitirgan bo'lsa, bu yilgi bitiruvchilar uchun, bu yilgi bitiruvchilar uchun Xalq ta'limi vazirligi, xususan o'zingizni topshirig'ingiz bilan barcha abituriyentlarni, bu yilgi bitiruvchilar maktab o'quvchilari bo'ladimi, akademik litsey yoki kasb-hunar kolleji bitiruvchilarini",,
624,00004721.wav,"Endi abituriyentlar endi, albatta, test jarayoniga har bitta smenada bir soat oldin kelishi kerak. Barcha binoda bo'ladigan jarayonlar hammasi O'zbekiston kanali orqali ham, telekanallar orqali hamda internetga ham bu jarayonlar internet orqali namoyish etiladi. Xo'p.",,
625,00004768.wav,"yosh bolali ayollarimiz va undan keyin talabalarimiz va boshqa fuqarolar shu kategoriyaga bo'lib biz demak ro'yxat shakllantiramiz. Shu asosda mana shu fuqarolarimiz albatta juda ham mas'ul yondashishadi, juda ham katta baxtlar asosida bu",,
626,00004740.wav,"Uchta yo'nalish, ya'ni bu Davlat xizmatlari markazlari, yagona interaktiv davlat xizmatlari portali hamda Davlat test markazining rasmiy veb-sayti orqali bu yo'lga amalga oshiriladi. Endi bu hozircha bu",,
627,00004729.wav,"ta'sir nomlari bo'lsa, ta'sir nomlari bo'lsa yoki bo'lmasa boshqa imtiyozlar bo'lsa, o'shalarni ko'rsatuvchi tasdiqlovchi hujjatlar bo'lishi kerak. Lekin buni ham to'rtta turigina qabul qilinadi. Qolgan barcha imtiyozlar biz o'zimiz shu tegishli vazirlik idoralardan elektron tarzda olamiz.",,
628,00004756.wav,"rioya qilgan holda, umuman o'sha bo'lib turgan mamlakatni ham karantin qoidalariga rioya qilgan holda sabr-toqat bilan kutishsalar, men o'ylaymanki, bu barcha masalalar sekin-sekin bosqichma-bosqich yechilib boradi, chunki",,
629,00004785.wav,"Respublika maxsus komissiyasi o'z o'rnida barcha yo'nalishlarni o'rganib chiqib va sana belgilab, keyin qaror qabul qiladi.",,
630,00004786.wav,"bo'lgan yetti oydan oshgan homilador ayollarimizga, nogironlarimizga, og'ir kasal bo'lganlarimizga bir martalik yana pul mablag'lari ham ajratilyapti. O'sha yerdagi mamlakatlar bilan",,
631,00004808.wav,"Har yili kuz-qish mavsumi boshlanishi bilan mamlakatda ko'mirga bo'lgan ehtiyoj ortib boradi. Ko'mirni iste'molchiga sifatli yetib borishi, doimiy zaxira bo'lishi ko'p jihatdan ko'mir konlariga bog'liq.",,
632,00004790.wav,imkon darajasida. Bu xorijdan qaytadigan O'zbekistonliklar uchun tavsiyalar bo'lsa yoki bo'lmasa ularni qaytarishni boshqacha yo'llari bormi? Po'yiz to'g'risida ham aytib o'tdingiz orada.,,
633,00004809.wav,"Agar bir sutka hisobida olinsa, bir kunda 12 000 tonnagacha ko'mir qazib olinadi. Bir oyda 330-350 000 tonnagacha ko'mir qazib olib saralanadi.",,
634,00004833.wav,harbiylardan kimdir bo'shab bo'shadi deb eshitdim yangiliklarda. Sherzodga aloqam yo'q qizim. O'zbekiston prezidenti olimpiya raisi bo'lgan qilgandim oxirgisi shu bo'ldi hozircha. Menimcha SMBda katta o'zgarishlar bo'ldi.,,
635,00004885.wav,,,
636,00004842.wav,"siz Halima xonim, xush kelibsiz deyishdan charchamadi. Singapurlik prezident o'zining Samarqandga tashrifini Islom olamining muqaddas qadamjo'laridan biri bo'lgan Imom Buxoriy majmuasini ziyorat qilish bilan boshladi. U yerda buyuk muqaddas haqqiga Qur'on tilovat qilindi.",,
637,00004904.wav,"Ya'ni o'sha vaqtda kurashib olmadingiz, sizga talab qilganda aytmagansiz.",,
638,00004875.wav,"Siz hokimiyat tomonidan chin yetimlarga uy olingan dedingiz. Aslida qanday bo'lganligini bir gaplashamizmi shu masalasi bo'yicha? Chin yetimlik, nogironlar anaqa, to'g'ri tushunsangiz, ha, ha, ha. Nima bo'lganligini shu yigitlar sotib olganligi qani?",,
639,00004877.wav,Shavkat Turdiyevich kelishlaridan oldin shu postga biz o'sha rayondagi hamma korxonalar bilan kelishib ishlab kelayotgan edik. Kelishib degani hamma tushunsa bo'ladi. Kelishib deganda hamma narsa hech kim,,
640,00004920.wav,,,
641,00004912.wav,,,
642,00004891.wav,,,
643,00004928.wav,Siz chop etilgan masala bo'yicha men bilan shaxsiy kelisha olmayotganligingizni bilmayman.,,
644,00004908.wav,"Nima o'ylasangiz, ommaviy axborot vositalariga chiqardingiz bugungi kunga qadar. Tushuntira oldimmi? Men o'ylardimki, faktlar bilan chiqarsak, ommaviy axborot vositalariga ham to'g'ri bo'ladi. O'ylash boshqa, faktlar boshqa. Muhammad Bobur, siz yosh yigit emassiz.",,
645,00004935.wav,"Я удивляюсь, как это всё в АТЭС работает. И потом вот мы построили город.",,
646,00004937.wav,"Yo'q, sizlar mana shu narsa uchun, hozir yaxshidan qolgan anaqa qilib dedingiz, aka, bizlar mana shunaqa xulosaga kelsangiz kerak deb, bizlar ham tayyorgarlik qilgan edik, lekin borib, prosta xohlasangiz o'qib ko'ring. Bo'ldi, rahmat.",,
647,00004984.wav,"olganim uchun to'yingizdan qochib, 6 oy ichida mana bunaqa yomon grozali bo'ldi o'sha kuni siz ham eshitdingiz. Qochib ketib boshqa qilganim yo'q. Men Allohga tavakkal, to'g'risida.",,
648,00004994.wav,keldim.,,
649,00004949.wav,"Biz ham tayyorgarlik ko'ramiz, biz ham bunaqa qilamiz, sizni hech qanday hech kim ta'qib qilmaydi. Bu meni ustimizdan istagancha bo'htonlarni ko'chadan olib, havodan olib gapirish mumkin degani emas. Shuning uchun qissadan qissa mana bir oxirgi so'zingizni eshitishni xohlardim.",,
650,00004938.wav,"Sizni misol uchun eshitganimiz uchun biz o'sha narsaga naustupkaga hammasini bilmaymiz, sizga kak eto znachitelniy znachitelniy, no biz yaxshi niyatda, boya siz o'zingiz gapirdingiz, yaxshi niyatdagi insonlar biz, aka.",,
651,00004989.wav,epidemiologik vaziyatga qarab yo'riqnoma asosida ovoz berishni tashkil qilish rejalashtirilgan.,,
652,00005042.wav,Maqsad qilgan dedi prezident.,,
653,00005022.wav,"Assalomu alaykum, mamlakatimizda 10-iyun sanasida yuz bergan muhim voqea-hodisalar tafsiloti bilan tanishtiramiz.",,
654,00004961.wav,"haqiqatga yetganingizdek, talabga javob bera oladimi yo'qmi? Siz o'zingiz ham biling, men ham biley, hamma bilsin deyapman. Shuni xolos. Shu joyni boshqa madaniyat markaziga shunga rozimisiz? Hozir unaqa sharoit yo'q. Talabga sharoit.",,
655,00005051.wav,bugun ham mana ertalabdan beri turmoq ishlamayapti deydi. Faqat metanda shunaqami yoki propan i benzinda ham shunaqa bo'lyaptimi?,,
656,00005015.wav,"so'ng albatta yana ko'rishamiz va ma'lum bir savollarimizga bugun javob ololmagan bo'lsak ham, aynan keyingi intervyumizda bizni tomosha qilayotganlarga batafsil ma'lumotlarni taqdim etamiz. Rahmat.",,
657,00005032.wav,undirilgunga qadar vaqtinchalik saqlash uchun jarima maydoniga qo'yilgan. Bu sizga yetkazmoqchi bo'lgan xabarlarimizning so'nggisi edi. Ertaga ko'rishguncha omon bo'ling.,,
658,00005065.wav,O'zingizni qiziqtirgan mavzudagi yangilik va intervyularni o'tkazib yubormaslik uchun kun.uz ning Telegram kanalini kuzatib boring.,,
659,00005050.wav,"yo'q, men 3-4 kunda bitta zapravka qilaman, 5-6 soatlab turaman mana shunaqa gazga. Mana ahvol. U yog'iga borsangiz hozir 3 km orqada.",,
660,00005087.wav,"aytmasdim, uy xizmatkor deb qo'yar edim.",,
661,00005055.wav,"Mana mana shu ahvol. Tirikchilik qilish kerak, bola-chaqa boqish kerak. O'tgan yili xuddi shu ahvol edi. Necha soat vaqtingiz ketyapti navbat kutishga? Uch soatdan oshib ketdi. Endi kelganimda yopildi.",,
662,00005079.wav,Yoki sizga qaysi avtobrend tomonidan ishlab chiqarilgan mashinalar yoqadi? Izohlarda yozib qoldiring.,,
663,00005086.wav,Yo'q bo'lsa aytinglar mana yo'q bizda bunaqa odamlar endi turdimi boshlab beryapti deb ayting. Pachkalab tiqilib yotibdi. O'zlarini huquqlarini bilmaydi.,,
664,00005066.wav,"operatorlar uchun zarur tizimlar qurilib, suratga olsa ham bo'ladi. Bu borada hozircha aniq bir to'xtamga kelmadik.",,
665,00005089.wav,"Ijtimoiy tarmoqlarda bitta narsa ko'pchilikni menimcha anaqa tegdi, oqsoch degan so'z bor. Agar shu so'zning o'rniga men yig'ilishda men bu tabiiy eski o'zbekona so'zda aytdim.",,
666,00005090.wav,"Bizni mana shu qatlamda ishlayotgan odamlarimiz, men aytaman, juda ko'p qiyinchilikka duchor bo'ladi va juda katta muammoni olib keladi.",,
667,00005088.wav,"shahar misolida aytaman. Qayerdan topib, hech qayerdan topib bo'lmaydi. Endi fuqaro ham o'zi ham boradi, qayerga borishini bilmaydi, ishlagisi keladi. Bir xillarga shu narsa, masalan, hamma oliy o'quv yurtiga kira olmaydi.",,
668,00005098.wav,"O'sha joydagi xonadon egasi o'zining eng katta boyligini, eng katta boyligi nima? Farzandi.",,
669,00005149.wav,Nima deb aytyapman? Bu jarayondagi holat,,
670,00005102.wav,"Assalomu alaykum, mamlakatimizda 8-may kuni yuz bergan muhim voqea-hodisalar va yangiliklar sharhi bilan tanishtiramiz.",,
671,00005094.wav,"hammani ish bilan ta'minlab bermaydi. Bu sohada ham kimdir egallashi shart, majbur bu. Borib xohlaymizmi, yo'qmi shu sohada ham ishlaydi. I ikkinchi chetga ketayotganlar. Chetda ham mana men yuqorida bizga aytganim yo'q. Bizda mana boshqa joylarda 30% chiqib ketganlarimiz ayollar dedi.",,
672,00005100.wav,kutilmoqda. Bugungi kunda suv omborlarimizda o'tgan yilga nisbatan 1.5 milliard kub ortiqcha suv zaxirasi yaratilgan degan vazir. Bu bugun sizga yetkazmoqchi bo'lgan asosiy yangiliklarimiz edi. Juma kuni ko'rishguncha omon bo'ling.,,
673,00005172.wav,hududda yoki O'zbekistonning istalgan bir hududida yo'l qurishni istashlari mumkin. Kelishuv davomida loyihaning barcha parametrlari va elementlari belgilanadi.,,
674,00005185.wav,Osiyo infratuzilma banki ushbu loyihalarning samaradorligini qanday nazorat qiladi? O'zbekiston hukumatiga bank tomonidan biror loyihaning samarali amalga oshirilishi bo'yicha qandaydir e'tirozlar bo'lganmi?,,
675,00005194.wav,Svet hozir bu shahar bo'yicha o'chib turibdi. Aynan 23-24-chislodachi?,,
676,00005182.wav,Savolim shu haqida edi. Bankning yillik yig'ilishi Samarqandda bo'lib o'tadi. Bu tadbir nima sababdan O'zbekistonda o'tkazilyapti va hozirgi vaqtda mintaqada bank uchun ustuvor vazifalar qanday?,,
677,00005202.wav,O'zingizni ism-familiyangiz va lavozimingizni ayta olasizmi? Yo'q.,,
678,00005150.wav,"Bu bo'yicha Qashqadaryo viloyati maktabgacha va maktab ta'limi boshqarmasi ombudsmanga tayanib, video o'z tasdig'ini topmagani bo'yicha munosabat bildirgan. Kunimiz holat yuzasidan boshqarma axborot xizmati rahbari Javohir Rustamov bilan bog'landi.",,
679,00005225.wav,Endi bevosita avtobuslar va metropoliten faoliyatini boshqaruvchi kompaniyalarning yangi o'quv yili boshlanishiga tayyorgarligiga kelsak.,,
680,00005258.wav,bir qismini ijarash shartnomasini summasidan qat'iy nazar olmagan.,,
681,00005244.wav,"Amakiga murojaat qilishim kerakmi? Siz shunday tizim yaratyapsizki, bu tizimda zo'ravon bilan hech kim ishlamaydi.",,
682,00005207.wav,"dagi tarkiblar soni oshishini ma'lum qildi. Kuni kecha berilgan ma'lumotlarga ko'ra, ayni vaqtda Toshkent metropoliteni tasarrufida 79 ta poyezd yo'lovchilarga xizmat ko'rsatib kelmoqda.",,
683,00005254.wav,bilan belgilab qo'yilgan. Bu bo'yicha,,
684,00005237.wav,markazlari orqali ularni oilasini mustahkamlash bo'yicha choralar belgilashi kun tartibiga qo'yganmiz. Hali u darajada,,
685,00005266.wav,"bila olamiz. Demak, jo'jani kuzda sanaymiz.",,
686,00005295.wav,"berib olsak, masallig'ini me'yoridan oshiqcha ham qo'shil bo'lmaydi, kam ham qo'shil bo'lmaydi.",,
687,00005278.wav,,,
688,00005259.wav,o'ylashadigan muhim fanlarda ijara to'lovining bir qismi ijara shartnomasiz ham to'lab beriladigan tartib joriy etiladi. Bu ham juda katta imtiyoz talabalarimizga. Keyin,,
689,00005284.wav,"qilinayotgan ish bo'ladi. Bu loydan keyingi holat, mana zuvala qilinadi, so'ng uzatilinadi, u ochilinadi, tekis holatga keltiriladi.",,
690,00005270.wav,"unaqa katta sondagi talaba yashamadi, keyinchalik amaliyotga chiqarib olindi, kvartira, o'sha talabalar turar joylariga xabaringlar bo'ldi, demak, ikki qavatli krovatlar qo'yilib",,
691,00005302.wav,izohlarda faol bo'lishni unutmang.,,
692,00005299.wav,Bitta tan diringa alishmasman men. Shoir bejiz oddiy tuproqdan yasalgan tan dirimizni bu darajada ko'klarga ko'tarmagan.,,
693,00005333.wav,"xodimlari uchun juda ham achinarli, juda ham qayg'uli bo'lib qoladi. Mumkinmi, sizning shu fikringizga bir munosabat bildirsam?",,
694,00005336.wav,podkastimiz ham davom etadi,,
695,00005327.wav,"Endi bu jarayonlar birdaniga bo'lmaydi. Men ikkita yo'lni ko'raman bu yerda. To'g'ri, biz ham ko'p gapirdik shuni.",,
696,00005341.wav,miz hosillarimiz har bitta ko'chatdan,,
697,00005322.wav,"Bu hollarda jurnalistlar ijodiy uyushmasi yoki senat deymizmi yoki boshqa-boshqa tashkilotlar tomonidan munosabat bildirilayotganini, bildirilayotgani uchun katta rahmat aytamiz, ammo o'sha jinoyatni sodir etayotganlar, o'sha jurnalistlarga",,
698,00005346.wav,Bu yog'i o'zbekchilik.,,
699,00005316.wav,"Sherzodxon akadan ham o'tamiz, Olimjon akadan ham hamma mutaxassislardan o'sha Qalampir o'zida ham har bitta internet nashri bilan muhokamaga qo'yib, ularni ham fikrlarini olib, undan keyin qo'mitamizni xulosasini tayyorlaymiz.",,
700,00005368.wav,"Shuncha gapdan keyin ham O'zbekistonda qonunlar ishlaydi, uni ijrosi ta'minlanadi demanglar.",,
701,00005358.wav,"senatorlar ham bu platformalarga kira oladi. Albatta kiradi VPN bilan. Biroq bunda qonun chiqaruvchilar ham, uni ijro etuvchilar ham bir narsani yoddan chiqarishyapti.",,
702,00005423.wav,,,
703,00005365.wav,"boradi. Endi ijtimoiy tarmoqlardan qaysilarning serveri O'zbekistonda bor degan savolga javob topsak. Xo'sh, qaysilari? Men javob berishim kerakmi? Hech qaysisi.",,
704,00005455.wav,ayblanib kelmoqda.,,
705,00005373.wav,"Mana shu bo'ldi. Mana shu eng asosiy masala shu. Nima uchun shunday bo'ldi? Ikkinchi tomondan, e'tibor bergan bo'lsangiz, o'sha Lenin boshliq bolsheviklar",,
706,00005375.wav,"Mana shunday bo'lsak, biz doim, doim o'zimizni marralarimizni saqlab qolgan bo'lamiz. Biz mana bu voqealarni bugun tahlil qilar ekanmiz.",,
707,00005464.wav,hisob raqamida kamida 10 million von 7600 dollar bo'lishi kerak.,,
708,00005382.wav,"O'sha paytda boshliqlar qamoqxonalardan bir guruh jinoyatchilarni chiqarib, ularni qo'liga qurol berib, mana shulardan qizil gvardiyachilar tuziladi. Biz uzoq yillar davomida qizlar haqida",,
709,00005446.wav,turli sohalarda dunyoning yirik kompaniyalari bilan raqobatlashmoqda. Ular orasida o'zida o'nlab sohalarni birlashtirgan Samsung Group korporatsiyasi ham bor.,,
710,00005520.wav,Biz nihoyat ko'zlangan manzilimizga yetib keldik.,,
711,00005479.wav,Keyin bu yerda noqonuniy harakat borligini sezib jabrlangan talabalarni hammasini,,
712,00005471.wav,"Tergov tafsilotlari aniq bo'lgani yo'q. Advokat fikriga ko'ra, universitetga nisbatan qonunga zid ravishda hibsga olish, tahdid qilish va odam o'g'irlash kabi ayblovlar qo'yilishi mumkin.",,
713,00005470.wav,Holat yuzasidan O'zbekistonning Koreyadagi elchixonasi talabalarning O'zbekistonga qaytarib yuborilishiga ularning o'zi sababchi degan mazmunda bayonot chiqardi.,,
714,00005526.wav,ko'chira boshlangan ekan.,,
715,00005461.wav,deb tushuntirgan universitet. Ammo ta'lim muassasalari chet ellik talabalarni deportatsiya qilish huquqiga ega emas. Bu haqda migrantlarga huquqiy maslahat beruvchi Friend markazi rahbari Choy xon ma'lum qildi.,,
716,00005532.wav,bo'yicha qanday yo'l tutishimiz kerak?,,
717,00005547.wav,boshqa bir tilni ta'sirini qanday kamaytiramiz degan savollarga javob berishga to'g'ri kelmaydi.,,
718,00005525.wav,borishdek masofa va vaqt ketar ekan.,,
719,00005552.wav,va buni natijasi sifatida,,
720,00005537.wav,"Bugungi O'zbekiston jamiyati o'zini qadriyatlari, o'zini davlatchiligi va o'zligi nuqtai nazardan aniq pozitsiyaga ega. Biz ma'lum bir masalalarni tahlil qilib ko'ryapmiz. Bugun O'zbekistonda bolalar bog'chasi, maktablarda",,
721,00005558.wav,yo'q bo'lib ketish xavfi mavjud ekanligi ko'rinib turibdi.,,
722,00005548.wav,"o'z tiliga nisbatan boyagi qadrsiz munosabatda bo'lish, lekin o'zga xorijiy tillarga nisbatan juda yuqori kayfiyatda yondashish.",,
723,00005542.wav,"Agar biz bog'chada bugun ustuvor til sifatida rus tilini tan olayotgan bo'lsak, bolalarimizni murg'ak hali o'zini qadriyatini anglash darajasi endi boshlanayotgan paytida o'zga tilda qadriyatlarini singdirishni boshlasak",,
724,00005553.wav,"aytib o'tganimdek, davlat idoralariga xohlagan tilingizda murojaat qilish mumkin degan masala fuqaroga shu erkinlikni berganimiz",,
725,00005589.wav,Davlat tili mavqeini oshirish uchun nimalar qilinishi kerak? Tashqi bosimlarga qarshi kurashda davlat tilining ahamiyati qay darajada bo'lishi lozim? Bu borada qanday ishlar qilinishi shart?,,
726,00005569.wav,"balki afsus bilan aytish kerak, ertani elchilari bo'lgan maktab o'quvchilarida ham aynan shunga o'xshagan masalalar bor. Biz hozir yuqori minbarlarda o'zbek tilida ishlatish haqida gapirishimiz mumkin, lekin uni asl muammoni manbai maktab va bog'chalarda ekanligini unutmasligimiz kerak.",,
727,00005564.wav,"Men aytgan edimki, boshlang'ich ta'lim ona tilida olib borilishi kerak degan so'zni rus segmentidagi juda ko'p axborot vositalari o'zbek tilida deb tarjima qildi. Rus millatli bir vatandoshimizni ona tili o'zbek tili emas-ku.",,
728,00005605.wav,"Hozir shu kunda, davlat saylovchilari sizlarda yo'qmi? Himoyachilarimizda kimda bor, marhamat, hozir bitta-bitta.",,
729,00005621.wav,Sizlanuvchi Zafarov advokatlari shaxsiyat bo'yicha savollar bormi?,,
730,00005593.wav,"Suddan uchunchi tomon Niyazova, keling. Advokatingizning iltimosnomasi yuzasidan sizning fikringiz.",,
731,00005625.wav,Yana kimda? Sizda ham shu masalami?,,
732,00005595.wav,lekin ma'lumot markazi boshqacha ma'lumot beryapti. avto avariya bilan 2008-yil avto avariya bo'lishi mumkin. 4-iyun 2008-yilda,,
733,00005632.wav,"aniq yashash joyi bor, bu yashash joyida turib yashab kelyapti.",,
734,00005624.wav,"siz? Millatingiz o'zbek, to'g'rimi? O'zbekiston Respublikasi fuqarosi. Ma'lumotingiz qanaqa? Jarima jazosi tayinlangan ekan. Jarima to'langanmi? To'langan.",,
735,00005627.wav,"yoshi, sog'lig'i, oilaviy sharoitini va boshqa holatlarini hisobga olgan holda qamoqqa olish maqsadga muvofiq emas deb topilgan taqdirda qo'llanish ko'rsatilgan.",,
736,00005628.wav,Umumiy qoida tariqasida qo'llanganda baho beryapmiz. Qisqadagi vaqtda,,
737,00005659.wav,Bu loyihalarni ustida ishlayapman degan mazmundada va bu men uchun kulgilida ozgina. Keyin guruhda ma'lumot yig'ishni boshladim va o'sha Hasanov yozib qoldi.,,
738,00005669.wav,"keyin Alisher Rizoqov bilan shunaqa holat bo'ldi, lekin keyinchalik Alisher Rizoqov ba'zi intervyularini ko'rganimda, shu smart bolalar haqida gapirib o'tganida, qanaqadir afsusda ekanligini his qildim, lekin",,
739,00005680.wav,,,
740,00005686.wav,rasmlar yuborgan.,,
